id,name,role,level,domain,profession,skills,goal,language,format
mentee_bfa5723e,Арсений Кузнецов,mentee,middle,Backend,Systems Architect,docker; kubernetes; java; kafka,,ru,online
mentee_280d4ad2,Вера Новиков,mentee,middle,Game Development,Gameplay Programmer,unity; python; c#; physics simulation; defi,Разобраться с системным дизайном,en,hybrid
mentee_50b63d13,Иван Козлов,mentee,senior,Product Analytics,A/B Test Specialist,,Улучшить soft skills,en,online
mentee_725e3271,Павел Семёнов,mentee,middle,Backend,Go Developer,,,ru,online
mentee_f44da0ce,Егор Борисов,mentee,senior,Frontend,Vue Developer,,Улучшить soft skills,ru,
mentee_f7eaaf4a,Людмила Никитин,mentee,junior,Game Development,Unreal Engine Developer,unity; unreal engine,Улучшить soft skills,ru,online
mentee_cf80f59f,Ирина Николаев,mentee,junior,Frontend,Vue Developer,tailwind; webpack; graphql; javascript; pytest,Запустить собственный продукт,en,online
mentee_f30dc766,Полина Смирнов,mentee,middle,Frontend,Vue Developer,html; webpack; next.js; react; angular; graphql; vue; figma,Сменить специальность,ru+en,hybrid
mentee_b4f555ba,Арсений Николаев,mentee,senior,Game Development,Unity Developer,,,ru,offline
mentee_e289acc4,Виктория Михайлов,mentee,senior,Data Science,Data Scientist,kafka; spark; tensorflow; statistics; pandas; airflow; python; sql,Начать карьеру в IT,ru,offline
mentee_4e728917,Надежда Егоров,mentee,junior,Data Science,NLP Engineer,spark; scikit-learn; R; sql,Начать карьеру в IT,en,online
mentee_6c534f78,Егор Никитин,mentee,middle,Product Analytics,CRM Analyst,tableau; google analytics; looker; power bi; mixpanel; statistics,Пройти сертификацию,,online
mentee_d2d07dad,Григорий Егоров,mentee,junior,QA,Test Analyst,test planning; jira; cypress,Перейти в другую компанию,ru,online
mentee_ead9e7e1,Валерия Орлов,mentee,junior,Frontend,Vue Developer,html; vue; next.js; angular,Перейти в другую компанию,ru,online
mentee_4e7140f5,Ирина Соловьёв,mentee,middle,Game Development,Unreal Engine Developer,,Вырасти до Senior,en,online
mentee_e8ab0030,Денис Смирнов,mentee,junior,QA,Test Automation Engineer,api testing; appium; test planning; pytest; allure,Запустить собственный продукт,ru,online
mentee_b08621f0,Тамара Волков,mentee,middle,Product Analytics,Retention Analyst,statistics; mixpanel; google analytics; a/b testing; looker; power bi,Улучшить soft skills,ru,hybrid
mentee_d22622b8,Тамара Семёнов,mentee,middle,Cybersecurity,Security Engineer,burp suite; cryptography; owasp; penetration testing; metasploit; siem; wireshark,Начать карьеру в IT,ru,hybrid
mentee_1e6d02c6,Александр Борисов,mentee,junior,Data Science,MLOps Engineer,mlflow; numpy; spark; pandas,Сменить специальность,en,online
mentee_1182e51c,Дарья Захаров,mentee,junior,Cybersecurity,Security Architect,,,,
mentee_87efbcb4,Григорий Лебедев,mentee,junior,Game Development,Technical Artist,physics simulation; unreal engine,Перейти в другую компанию,en,hybrid
mentee_f5a010d2,Арсений Фёдоров,mentee,junior,Mobile,Mobile Architect,kotlin; ui/ux; firebase,Вырасти до Lead/Principal,en,hybrid
mentee_2603e391,Дмитрий Борисов,mentee,junior,Blockchain,Crypto Analyst,,Разобраться с системным дизайном,ru,
mentee_fb8e62e8,Владимир Фёдоров,mentee,junior,QA,QA Engineer,postman; test planning,Перейти в другую компанию,en,online
mentee_2c422223,Ксения Лебедев,mentee,junior,Mobile,Mobile Architect,android studio; ui/ux; kotlin; flutter,Вырасти до Senior,ru,online
mentee_a2c3ae80,Татьяна Волков,mentee,junior,DevOps,DevOps Engineer,kubernetes; terraform; prometheus; ansible,Подготовиться к интервью в FAANG,ru,offline
mentee_ea869bc6,Андрей Фёдоров,mentee,junior,Mobile,Swift Developer,android studio; rest api; kotlin; ui/ux,Вырасти до Lead/Principal,en,online
mentee_8b954bd8,Ирина Николаев,mentee,middle,Mobile,iOS Developer,git; firebase; react native; flutter; rest api,Вырасти до Lead/Principal,ru,online
mentee_fb28f01c,Артём Смирнов,mentee,middle,Data Science,Data Analyst,python; R; kafka; spark; sql; scikit-learn; tensorflow,Сменить специальность,ru,online
mentee_839f3a79,Валерия Новиков,mentee,junior,QA,Test Automation Engineer,git; jira,,ru,online
mentee_e5ad2e56,Егор Никитин,mentee,senior,Data Science,Data Analyst,,Разобраться с архитектурой,ru+en,online
mentee_7892242b,Мария Егоров,mentee,middle,DevOps,Cloud Engineer,bash; ansible; helm; aws; azure,Подготовиться к интервью в FAANG,en,hybrid
mentee_b8beb502,Наталья Соловьёв,mentee,junior,Mobile,Android Developer,android studio; xcode; rest api; angular,Перейти в ML/Data Science,ru+en,hybrid
mentee_a4dc8c6b,Артём Попов,mentee,senior,DevOps,DevOps Engineer,linux; docker; grafana; jenkins; github actions; azure; terraform,Освоить новый стек,ru,online
mentee_94c5b227,Виктория Козлов,mentee,junior,Product Analytics,Product Analyst,amplitude; tableau; statistics,Научиться менеджменту в IT,ru,online
mentee_13ff94b4,Никита Николаев,mentee,middle,Game Development,Unity Developer,game design; blender; lua; physics simulation; python; git; unity; opengl,Разобраться с архитектурой,ru,offline
mentee_7eb03c5e,Ольга Алексеев,mentee,junior,DevOps,Platform Engineer,docker; linux; bash; jenkins; helm,Освоить облачные технологии,,
mentee_d0e69b30,Павел Иванов,mentee,senior,Mobile,iOS Developer,,Разобраться с системным дизайном,ru,
mentee_eb9cca34,Тамара Орлов,mentee,middle,Mobile,Kotlin Developer,objective-c; firebase; android studio; git,Освоить новый стек,,
mentee_4d9cb4ba,Андрей Смирнов,mentee,middle,Frontend,React Developer,vue; javascript; next.js; css; tailwind; typescript,,ru+en,hybrid
mentee_8a77c4e3,Татьяна Алексеев,mentee,senior,Product Analytics,Retention Analyst,tableau; statistics; python; a/b testing; power bi; google analytics; excel,Освоить новый стек,ru,online
mentee_a2a99436,Екатерина Новиков,mentee,junior,Frontend,React Developer,next.js; react,Пройти сертификацию,,online
mentee_388e2aa3,Сергей Фёдоров,mentee,junior,Cybersecurity,Malware Analyst,penetration testing; nmap; wireshark,Начать карьеру в IT,en,online
mentee_ea21adda,Людмила Петров,mentee,junior,Frontend,UI Developer,angular; graphql; vue,Улучшить soft skills,ru,online
mentee_554e9c70,Людмила Морозов,mentee,junior,DevOps,Cloud Engineer,,,ru+en,online
mentee_6fba4632,Антон Новиков,mentee,senior,QA,Test Automation Engineer,git; sql; jira; cypress; selenium; allure; jmeter; api testing; postman,Перейти в ML/Data Science,ru,online
mentee_7e324c5f,Татьяна Алексеев,mentee,junior,Blockchain,Blockchain Developer,ethers.js; nft,Пройти сертификацию,ru,hybrid
mentee_9a061a46,Алексей Лебедев,mentee,junior,Frontend,UI Developer,,,,
mentee_fb6f7471,Арсений Степанов,mentee,junior,Frontend,Vue Developer,next.js; webpack; tailwind; vue; vite,Вырасти до Lead/Principal,,
mentee_1eb3e378,Полина Петров,mentee,middle,DevOps,Platform Engineer,terraform; helm; grafana; prometheus; azure; ansible; linux; jenkins,,ru,online
mentee_43b94cbe,Людмила Иванов,mentee,senior,Frontend,Angular Developer,react; webpack; graphql; javascript; angular; figma; html; css; next.js,,ru,online
mentee_ad100840,Наталья Новиков,mentee,junior,Frontend,React Developer,css; webpack; graphql; javascript,Освоить новый стек,ru,online
mentee_bc98cb29,Тамара Макаров,mentee,middle,Mobile,iOS Developer,,,ru,offline
mentee_e036ac00,Роман Козлов,mentee,junior,Backend,Java Developer,node.js; grpc; docker,Улучшить soft skills,ru+en,online
mentee_603a835c,Михаил Степанов,mentee,middle,Blockchain,Blockchain Developer,,Улучшить soft skills,en,
mentee_fac802c7,Иван Павлов,mentee,junior,Product Analytics,Marketing Analyst,tableau; excel; google analytics; docker,Перейти в ML/Data Science,ru,online
mentee_9fb3a14e,Дарья Павлов,mentee,senior,Backend,Python Developer,redis; rest api; kafka; sql; grpc; postgresql; go; docker,Подготовиться к интервью в FAANG,ru,offline
mentee_be849931,Светлана Орлов,mentee,senior,QA,Test Analyst,api testing; postman; test planning; git; sql; selenium; appium; pytest; allure,Улучшить soft skills,en,hybrid
mentee_40db224a,Иван Захаров,mentee,middle,Cybersecurity,Malware Analyst,,Освоить новый стек,ru,offline
mentee_66bbcd64,Виктория Семёнов,mentee,junior,Cybersecurity,Security Engineer,,,,
mentee_88d13ef9,Надежда Соловьёв,mentee,junior,Game Development,Game Developer,unity; opengl; physics simulation; blender,Сменить специальность,ru,hybrid
mentee_77142a86,Алексей Макаров,mentee,junior,Cybersecurity,Incident Response Analyst,penetration testing; metasploit; linux,Разобраться с архитектурой,en,online
mentee_22190fa4,Дарья Борисов,mentee,junior,Backend,Systems Architect,grpc; rest api,Освоить новый стек,en,hybrid
mentee_4bff716c,Елена Соколов,mentee,junior,Mobile,Android Developer,swift; ui/ux; a/b testing,Сменить специальность,en,online
mentee_4e16adde,Артём Никитин,mentee,senior,Mobile,Android Developer,flutter; android studio; java; firebase; xcode; rest api; react native,Перейти в другую компанию,ru,online
mentee_6eb777d8,Виктория Орлов,mentee,middle,QA,SDET,selenium; sql; test planning; allure; git,Разобраться с архитектурой,,
mentee_97eb95cc,Ирина Павлов,mentee,junior,Backend,Backend Developer,postgresql; redis,,ru,online
mentee_08239d6b,Дмитрий Иванов,mentee,junior,Game Development,Game Designer,blender; python; unreal engine; unity,Начать карьеру в IT,,
mentee_912f47bf,Артём Никитин,mentee,middle,Product Analytics,Growth Analyst,statistics; google analytics; sql; mixpanel; excel; power bi; cypress,Перейти в ML/Data Science,ru+en,online
mentee_0aa4a2d3,Елена Андреев,mentee,junior,Product Analytics,Product Analyst,python; sql; tableau,Перейти в ML/Data Science,ru,online
mentee_ee37456c,Виктория Иванов,mentee,middle,Product Analytics,Web Analyst,excel; tableau; python; mixpanel; sql; google analytics; looker; postgresql,Научиться менеджменту в IT,,online
mentee_0028ed03,Денис Смирнов,mentee,junior,Cybersecurity,Malware Analyst,burp suite; linux; wireshark,Вырасти до Senior,,online
mentee_f31c43ad,Полина Петров,mentee,junior,Backend,Software Engineer,mongodb; java; sql; node.js; postgresql,Подготовиться к интервью в FAANG,ru,online
mentee_39dbbb11,Владимир Петров,mentee,middle,QA,SDET,appium; jmeter; pytest; selenium; sql; git,,ru,online
mentee_5b9f19b2,Дарья Морозов,mentee,junior,Mobile,Swift Developer,,,,
mentee_d625a1ac,Светлана Павлов,mentee,middle,Frontend,Vue Developer,next.js; javascript; figma; css; react; html; graphql,Освоить новый стек,ru,online
mentee_5c08707e,Надежда Михайлов,mentee,middle,Blockchain,Crypto Analyst,hardhat; web3.js; python; solidity; unreal engine,Вырасти до Lead/Principal,en,hybrid
mentee_5eb8bdc0,Андрей Павлов,mentee,junior,Backend,API Developer,mongodb; sql; grpc; java; postgresql,Освоить новый стек,ru+en,offline
mentee_3325043e,Роман Соловьёв,mentee,middle,Cybersecurity,Malware Analyst,,,,
mentee_56ecdecc,Денис Михайлов,mentee,junior,QA,Performance Tester,,,ru,offline
mentee_776a1fd6,Елена Козлов,mentee,middle,QA,Test Analyst,pytest; selenium; appium; allure,Вырасти до Lead/Principal,ru,offline
mentee_02c4cc49,Алексей Иванов,mentee,middle,Product Analytics,Growth Analyst,excel; looker; statistics; amplitude; tableau; a/b testing; power bi,Вырасти до Senior,ru,online
mentee_2ac4d375,Григорий Николаев,mentee,middle,Frontend,Vue Developer,graphql; html; typescript; vue; figma,Вырасти до Senior,ru+en,online
mentee_6742926b,Полина Алексеев,mentee,junior,Game Development,Unity Developer,physics simulation; c#; google analytics,Запустить собственный продукт,en,online
mentee_4f53ba82,Валерия Смирнов,mentee,junior,Frontend,UI Developer,figma; css; typescript; graphql; javascript,Перейти в ML/Data Science,en,offline
mentee_44de45e4,Денис Алексеев,mentee,middle,Frontend,Angular Developer,vue; css; javascript; vite; next.js; tailwind; figma; selenium,Научиться менеджменту в IT,ru,online
mentee_9058c40e,Роман Волков,mentee,senior,QA,QA Engineer,python; test planning; selenium; git; appium; api testing,Перейти в ML/Data Science,ru,online
mentee_bf22ec2e,Вера Захаров,mentee,middle,Frontend,Vue Developer,,,,
mentee_3eea7b44,Егор Лебедев,mentee,middle,Data Science,NLP Engineer,tensorflow; R; pandas; mlflow; kafka; statistics,Освоить новый стек,ru,online
mentee_695f8e76,Людмила Орлов,mentee,junior,Data Science,NLP Engineer,,,en,online
mentee_76d79d2b,Григорий Попов,mentee,senior,Product Analytics,CRM Analyst,,Разобраться с архитектурой,ru+en,online
mentee_6933f3f1,Юлия Николаев,mentee,senior,DevOps,Infrastructure Engineer,ansible; terraform; kubernetes; gcp; bash; jenkins,Разобраться с архитектурой,ru,online
mentee_3d9640cb,Михаил Новиков,mentee,junior,Product Analytics,Marketing Analyst,excel; tableau; amplitude,Вырасти до Senior,ru,online
mentee_de4d1139,Иван Макаров,mentee,middle,Frontend,React Developer,vue; vite; css; javascript; tailwind; figma; typescript; next.js,Перейти в другую компанию,ru,hybrid
mentee_163d8077,Павел Кузнецов,mentee,senior,Product Analytics,Marketing Analyst,amplitude; mixpanel; excel; statistics; python; a/b testing; power bi; looker; go,Перейти в ML/Data Science,ru,online
mentee_c310fcb6,Анна Борисов,mentee,middle,Data Science,Research Scientist,pandas; python; scikit-learn; kafka; docker,Вырасти до Lead/Principal,en,online
mentee_eea69af1,Тамара Иванов,mentee,junior,QA,QA Engineer,appium; sql; python; test planning; allure; power bi,Вырасти до Senior,ru,online
mentee_2e3c81ca,Иван Новиков,mentee,junior,Cybersecurity,SOC Analyst,network security; python; metasploit,Научиться менеджменту в IT,ru+en,online
mentee_4ca86277,Ксения Васильев,mentee,middle,Product Analytics,A/B Test Specialist,python; sql; tableau; mixpanel; power bi; a/b testing; statistics; selenium,Разобраться с архитектурой,en,online
mentee_f24b8894,Вера Васильев,mentee,junior,QA,SDET,git; python,Научиться менеджменту в IT,ru,hybrid
mentee_801670d3,Алексей Андреев,mentee,senior,Blockchain,Solidity Developer,nft; python; smart contracts; rust; web3.js; truffle; solidity; typescript; defi; ethers.js,Освоить облачные технологии,ru,hybrid
mentee_a5f8e3ba,Максим Андреев,mentee,junior,Cybersecurity,Penetration Tester,wireshark; metasploit; penetration testing; owasp; python,Разобраться с системным дизайном,ru,offline
mentee_159f846e,Мария Павлов,mentee,middle,Product Analytics,CRM Analyst,looker; mixpanel; google analytics; sql; excel; graphql,Освоить облачные технологии,ru,hybrid
mentee_54c0af47,Анна Морозов,mentee,junior,DevOps,Cloud Engineer,grafana; terraform; excel,Научиться менеджменту в IT,en,hybrid
mentee_c0045a1d,Полина Борисов,mentee,senior,QA,QA Engineer,python; api testing; sql; allure; postman; cypress; pytest; appium,Научиться менеджменту в IT,,online
mentee_eff1dbea,Роман Новиков,mentee,junior,Blockchain,Smart Contract Developer,truffle; typescript,Подготовиться к интервью в FAANG,ru,online
mentee_13e273f1,Антон Соколов,mentee,junior,Blockchain,Solidity Developer,defi; typescript; hardhat; solidity,Подготовиться к интервью в FAANG,ru,online
mentee_9a6b740d,Роман Михайлов,mentee,senior,Frontend,Web Developer,graphql; vite; vue; typescript; html; tailwind; javascript,Освоить облачные технологии,ru+en,hybrid
mentee_1b777c89,Владимир Павлов,mentee,junior,Data Science,MLOps Engineer,python; pandas; pytorch; statistics; airflow,Улучшить soft skills,en,hybrid
mentee_ba98d996,Людмила Павлов,mentee,junior,Cybersecurity,Incident Response Analyst,,,ru,hybrid
mentee_3a256a19,Григорий Соколов,mentee,middle,Mobile,Flutter Developer,rest api; git; objective-c; kotlin; xcode,Начать карьеру в IT,ru+en,online
mentee_2bd47621,Дарья Михайлов,mentee,senior,Data Science,BI Analyst,statistics; numpy; python; scikit-learn; mlflow; pytorch; docker; airflow; sql; spark,Научиться менеджменту в IT,ru,hybrid
mentee_2717df6d,Павел Егоров,mentee,junior,Data Science,NLP Engineer,,,,
mentee_32ef32d5,Валерия Борисов,mentee,middle,QA,QA Lead,,,ru,online
mentee_6539e4b5,Денис Новиков,mentee,junior,Cybersecurity,Penetration Tester,linux; burp suite,Разобраться с архитектурой,ru,offline
mentee_6490f17f,Сергей Макаров,mentee,junior,Backend,Systems Architect,rest api; node.js; redis; sql,Вырасти до Senior,ru,online
mentee_266869f6,Алексей Смирнов,mentee,junior,Mobile,Swift Developer,kotlin; xcode; firebase; swift; java,Подготовиться к интервью в FAANG,en,online
mentee_610fc131,Вера Васильев,mentee,junior,Data Science,Data Scientist,sql; kafka; airflow; scikit-learn,Улучшить soft skills,ru,offline
mentee_5c8a9aab,Светлана Егоров,mentee,senior,Frontend,UI Developer,webpack; css; html; angular; javascript; react; typescript; tailwind; vue,Подготовиться к интервью в FAANG,ru,hybrid
mentee_eedff26b,Сергей Лебедев,mentee,junior,Data Science,Data Analyst,R; kafka; sql; pytorch; cryptography,Научиться менеджменту в IT,ru,online
mentee_b1bf4c0c,Юлия Иванов,mentee,junior,Cybersecurity,SOC Analyst,python; network security; owasp,Запустить собственный продукт,ru,online
mentee_dea6c105,Дарья Орлов,mentee,middle,Mobile,Android Developer,flutter; objective-c; swift; xcode; rest api; python,Освоить облачные технологии,ru+en,online
mentee_5591f0e9,Александр Кузнецов,mentee,senior,DevOps,Platform Engineer,prometheus; bash; gcp; aws; linux; terraform; helm; docker; azure; kubernetes,Разобраться с системным дизайном,ru+en,online
mentee_5c77a0e9,Кирилл Захаров,mentee,senior,Product Analytics,Product Analyst,amplitude; mixpanel; statistics; looker; sql; python; a/b testing; excel; google analytics; power bi,Подготовиться к интервью в FAANG,ru,hybrid
mentee_9a3379b4,Юлия Соловьёв,mentee,middle,Data Science,Data Analyst,R; python; tensorflow; sql; airflow; mlflow; kafka; pytorch,Улучшить soft skills,ru,hybrid
mentee_a59c1c8c,Юлия Андреев,mentee,middle,Data Science,BI Analyst,spark; numpy; tensorflow; statistics; kafka; sql,Перейти в другую компанию,ru,online
mentee_427d63d1,Екатерина Соловьёв,mentee,senior,Backend,Java Developer,go; java; grpc; kafka; node.js; redis; rest api; docker; python; typescript,Освоить облачные технологии,ru,online
mentee_4ea3ca3a,Екатерина Алексеев,mentee,middle,DevOps,DevOps Engineer,aws; grafana; prometheus; kubernetes; helm; terraform; jenkins,Улучшить soft skills,ru,offline
mentee_e514e483,Денис Алексеев,mentee,middle,Blockchain,Crypto Analyst,typescript; web3.js; ethereum; ethers.js; hardhat,Запустить собственный продукт,ru+en,offline
mentee_b53f3f61,Светлана Лебедев,mentee,junior,Product Analytics,CRM Analyst,sql; excel; python; power bi; statistics,Улучшить soft skills,ru,offline
mentee_58439414,Егор Макаров,mentee,junior,Blockchain,Smart Contract Developer,rust; smart contracts; ethers.js,Перейти в ML/Data Science,,
mentee_45a2cba6,Максим Захаров,mentee,senior,Data Science,Research Scientist,,Освоить облачные технологии,ru,online
mentee_a5c3afe3,Мария Кузнецов,mentee,junior,Cybersecurity,AppSec Engineer,linux; owasp; nmap; network security,Перейти в другую компанию,ru,online
mentee_24b3bd97,Дмитрий Лебедев,mentee,junior,Backend,Backend Developer,kafka; rest api; redis; microservices; kubernetes; vue,Вырасти до Senior,en,online
mentee_9ea095cb,Алексей Алексеев,mentee,senior,Mobile,Android Developer,flutter; android studio; objective-c; swift; react native; java; kotlin; ui/ux,Разобраться с архитектурой,en,hybrid
mentee_26ee9dd1,Дарья Макаров,mentee,middle,Backend,Backend Developer,kafka; postgresql; kubernetes; java; sql; microservices; mongodb,,ru,offline
mentee_55e577ea,Ольга Волков,mentee,junior,Mobile,React Native Developer,flutter; swift; kotlin,Начать карьеру в IT,ru+en,online
mentee_cc0c970b,Денис Николаев,mentee,junior,DevOps,CI/CD Engineer,aws; azure; helm; objective-c,Подготовиться к интервью в FAANG,en,hybrid
mentee_9775946f,Алексей Захаров,mentee,middle,Backend,Backend Developer,microservices; redis; kafka; node.js; kubernetes; sql,Освоить новый стек,en,online
mentee_223b7603,Ольга Захаров,mentee,junior,Blockchain,Web3 Engineer,web3.js; hardhat,Подготовиться к интервью в FAANG,,
mentee_45427bb5,Роман Смирнов,mentee,junior,DevOps,Kubernetes Engineer,linux; bash; gcp; azure; terraform; owasp,Освоить облачные технологии,ru,online
mentee_085f43be,Вера Николаев,mentee,junior,Data Science,Research Scientist,mlflow; R; statistics,Пройти сертификацию,ru,online
mentee_c99616ae,Владимир Лебедев,mentee,junior,Mobile,Mobile Architect,firebase; git,,ru,offline
mentee_9666b69d,Дмитрий Иванов,mentee,junior,Data Science,Research Scientist,,,,
mentee_e89f9f0a,Елена Борисов,mentee,senior,Mobile,Swift Developer,git; swift; kotlin; react native; ui/ux; firebase; flutter; rest api; xcode,Пройти сертификацию,ru,online
mentee_9fb82b4c,Кирилл Новиков,mentee,junior,Backend,Software Engineer,kubernetes; rest api; grpc; microservices,Вырасти до Lead/Principal,ru,hybrid
mentee_492a2e8b,Тамара Зайцев,mentee,junior,Backend,Python Developer,kubernetes; java; kotlin,Освоить облачные технологии,ru,online
mentee_6817b796,Егор Степанов,mentee,middle,Frontend,Frontend Developer,vite; graphql; vue; css; javascript; tailwind,Вырасти до Senior,ru,online
mentee_b7b31808,Никита Никитин,mentee,junior,Backend,Java Developer,python; kubernetes; redis; sql; node.js,Разобраться с системным дизайном,ru,hybrid
mentee_98abe123,Александр Борисов,mentee,middle,Blockchain,DeFi Developer,,Запустить собственный продукт,ru,hybrid
mentee_a16f734e,Дмитрий Волков,mentee,junior,Mobile,Android Developer,flutter; android studio; firebase,Пройти сертификацию,ru,hybrid
mentee_cc547051,Арсений Иванов,mentee,middle,Game Development,Gameplay Programmer,python; game design; unity; blender; c++; c#,Разобраться с архитектурой,ru,online
mentee_afa67009,Сергей Макаров,mentee,senior,QA,Manual Tester,selenium; appium; test planning; sql; cypress; pytest; allure; git,Разобраться с системным дизайном,ru,online
mentee_062ae80e,Артём Макаров,mentee,junior,Game Development,Gameplay Programmer,physics simulation; game design; python; unity; blender,Разобраться с системным дизайном,ru,hybrid
mentee_a3334420,Тимур Павлов,mentee,senior,Mobile,Swift Developer,xcode; react native; ui/ux; java; flutter; git; truffle,Улучшить soft skills,ru,hybrid
mentee_80f14e01,Алексей Николаев,mentee,junior,Game Development,Gameplay Programmer,c++; game design; excel,Сменить специальность,,
mentee_0dd54fc3,Светлана Зайцев,mentee,middle,Frontend,Frontend Developer,css; figma; graphql; angular; vite; html; typescript; webpack; git,Освоить облачные технологии,ru+en,online
mentee_21d242ff,Екатерина Новиков,mentee,junior,Data Science,NLP Engineer,pytorch; python,Перейти в другую компанию,ru,offline
mentee_7745d68b,Александр Смирнов,mentee,middle,Backend,Go Developer,docker; postgresql; sql; rest api; java; go,Улучшить soft skills,ru,hybrid
mentee_db6bf6f7,Сергей Морозов,mentee,junior,Blockchain,Web3 Engineer,rust; hardhat; defi; ethers.js,Разобраться с системным дизайном,ru,online
mentee_08f890d4,Надежда Козлов,mentee,junior,Frontend,Angular Developer,javascript; typescript; tailwind; figma; vue,Вырасти до Senior,ru,online
mentee_721760d3,Дарья Павлов,mentee,junior,QA,QA Engineer,,Сменить специальность,ru,
mentee_a8c0e45f,Ольга Андреев,mentee,middle,Data Science,Computer Vision Engineer,statistics; pandas; numpy; R; sql; mlflow; tensorflow,Пройти сертификацию,en,offline
mentee_ce7e4072,Максим Макаров,mentee,junior,Backend,API Developer,java; redis,Освоить новый стек,ru,hybrid
mentee_2346de47,Татьяна Петров,mentee,middle,QA,QA Lead,python; git; test planning; jmeter; jira,Вырасти до Senior,ru,online
mentee_7f459dd1,Дмитрий Никитин,mentee,junior,Frontend,React Developer,angular; graphql; figma; javascript; html,Перейти в другую компанию,en,hybrid
mentee_e303c83d,Егор Иванов,mentee,middle,Data Science,NLP Engineer,R; docker; tensorflow; numpy; airflow; pandas; sql; statistics; github actions,Освоить облачные технологии,ru,online
mentee_e2100199,Екатерина Смирнов,mentee,middle,Product Analytics,Growth Analyst,statistics; python; tableau; excel; power bi; mixpanel,Освоить новый стек,en,online
mentee_68e03309,Егор Петров,mentee,junior,Backend,Systems Architect,sql; node.js; rest api; postgresql; go; c++,Вырасти до Lead/Principal,ru,online
mentee_f4d79705,Надежда Козлов,mentee,middle,Product Analytics,A/B Test Specialist,looker; google analytics; sql; statistics,Улучшить soft skills,ru+en,hybrid
mentee_095ffa6b,Наталья Смирнов,mentee,junior,Backend,Database Engineer,rest api; postgresql; kafka; docker,Сменить специальность,ru,online
mentee_49b7cc80,Максим Смирнов,mentee,middle,QA,Test Automation Engineer,selenium; postman; cypress; pytest; jmeter; java,Сменить специальность,ru,online
mentee_ab5b754e,Денис Павлов,mentee,middle,Frontend,Frontend Developer,html; tailwind; graphql; figma; gcp,Освоить облачные технологии,,online
mentee_ef085911,Надежда Семёнов,mentee,middle,QA,QA Engineer,api testing; test planning; sql; allure; python; git; appium; looker,Запустить собственный продукт,ru,hybrid
mentee_220b2691,Полина Зайцев,mentee,junior,DevOps,Cloud Engineer,linux; helm; aws; gcp; physics simulation,Сменить специальность,,online
mentee_263b668d,Мария Николаев,mentee,junior,Data Science,Data Scientist,spark; pytorch; python; kafka,Разобраться с системным дизайном,ru,online
mentee_a6964a50,Денис Соловьёв,mentee,junior,Frontend,TypeScript Developer,next.js; angular; api testing,Разобраться с архитектурой,ru,offline
mentee_ca33035c,Дарья Михайлов,mentee,senior,DevOps,CI/CD Engineer,kubernetes; aws; helm; grafana; bash; gcp; jenkins,Пройти сертификацию,ru+en,online
mentee_525f06f1,Антон Зайцев,mentee,junior,Backend,Software Engineer,java; microservices; mongodb; grpc,Перейти в другую компанию,ru+en,online
mentee_49afe731,Егор Павлов,mentee,middle,DevOps,Infrastructure Engineer,,,,
mentee_ce03790a,Валерия Борисов,mentee,junior,Frontend,UI Developer,,,ru,hybrid
mentee_65b937b3,Ирина Макаров,mentee,junior,Game Development,Technical Artist,python; c++; game design; unreal engine; physics simulation,Улучшить soft skills,ru,online
mentee_3a0ec769,Алина Орлов,mentee,junior,Data Science,NLP Engineer,pandas; spark,Улучшить soft skills,ru,online
mentee_1d75e269,Людмила Новиков,mentee,junior,Product Analytics,Retention Analyst,mixpanel; looker; amplitude,Освоить новый стек,,
mentee_b923afb4,Ирина Фёдоров,mentee,junior,QA,Performance Tester,allure; git; sql; pytest; api testing,Вырасти до Senior,ru,online
mentee_3f7da425,Ксения Семёнов,mentee,middle,Product Analytics,A/B Test Specialist,,Подготовиться к интервью в FAANG,ru,
mentee_2f7a60ea,Ольга Семёнов,mentee,junior,Game Development,Gameplay Programmer,,,,
mentee_371e55c8,Мария Орлов,mentee,senior,DevOps,Kubernetes Engineer,helm; grafana; azure; kubernetes; github actions; aws; gcp; terraform; prometheus; docker,Начать карьеру в IT,ru,offline
mentee_ef6cfccc,Людмила Семёнов,mentee,senior,Mobile,Flutter Developer,java; rest api; ui/ux; swift; objective-c; react native,Освоить новый стек,ru,offline
mentee_74703ae7,Артём Егоров,mentee,junior,DevOps,DevOps Engineer,kubernetes; grafana; jenkins; c#,Разобраться с системным дизайном,ru,online
mentee_dc6e4c48,Ольга Новиков,mentee,junior,Game Development,Unreal Engine Developer,opengl; git,Улучшить soft skills,ru+en,online
mentee_abc143f4,Арсений Волков,mentee,senior,Backend,Go Developer,postgresql; go; rest api; redis; sql; microservices; kubernetes; java; node.js,Перейти в другую компанию,en,hybrid
mentee_e3a1b5bf,Виктория Фёдоров,mentee,junior,Frontend,Frontend Developer,,Пройти сертификацию,ru,online
mentee_ad5d5e85,Мария Никитин,mentee,junior,Mobile,Android Developer,git; rest api; firebase; swift,Освоить облачные технологии,ru+en,online
mentee_eb46295b,Екатерина Никитин,mentee,junior,Data Science,Research Scientist,sql; docker; mlflow; scikit-learn,Перейти в ML/Data Science,ru,online
mentee_d161a1c4,Тимур Орлов,mentee,middle,Data Science,Computer Vision Engineer,kafka; docker; pytorch; airflow,Подготовиться к интервью в FAANG,en,online
