id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback
mentee_2885364f,Артём Николаев,middle,2,Product Analytics,CRM Analyst,ru,ru,online,online,sql; amplitude; google analytics; a/b testing,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_2bbd4a6b,Татьяна Петров,middle,2,Product Analytics,Web Analyst,ru+en,en|ru,online,online,excel; mixpanel; a/b testing; statistics; amplitude; google analytics; python,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0
mentee_f43f8dbd,Юлия Михайлов,senior,3,Game Development,Gameplay Programmer,en,en,offline,offline,physics simulation; game design; c++; unity; opengl; c#; blender; git; lua,0,"0.021,0.022,0.0175,0.02,0.0098,0.0083,0.7923,0.0373,0.0261,0.0457",0
mentee_607eca28,Анна Васильев,middle,2,Game Development,Unity Developer,en,en,hybrid,hybrid|offline|online,,1,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_03ef70ea,Антон Соколов,junior,1,Mobile,Mobile Architect,ru,ru,online,online,java; react native; swift,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_42ab5dc3,Ксения Смирнов,middle,2,Mobile,React Native Developer,,,hybrid,hybrid|offline|online,rest api; ui/ux; flutter; xcode; git; android studio; objective-c,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_73819be7,Екатерина Волков,junior,1,Blockchain,DeFi Developer,en,en,offline,offline,,1,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_ad9d4056,Михаил Васильев,junior,1,Game Development,Game Designer,,,,,,1,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_e2d2ce73,Полина Михайлов,junior,1,QA,Test Analyst,,,,,jira; python; cypress; appium,0,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0
mentee_66b5d638,Светлана Андреев,junior,1,Data Science,Data Scientist,en,en,offline,offline,airflow; docker; spark; numpy,0,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0
mentee_1ed6ee6a,Артём Николаев,junior,1,Data Science,Data Analyst,ru,ru,online,online,sql; tensorflow; numpy; go,0,"0.0884,0.0148,0.0137,0.7227,0.0279,0.0093,0.0228,0.0055,0.0657,0.0291",0
mentee_ed70a808,Полина Лебедев,junior,1,Game Development,Technical Artist,ru+en,en|ru,hybrid,hybrid|offline|online,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_68aa707a,Михаил Алексеев,middle,2,Cybersecurity,Security Architect,ru,ru,online,online,linux; network security; penetration testing; burp suite; python; wireshark; nmap; siem,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0
mentee_2825c372,Артём Борисов,junior,1,Mobile,Kotlin Developer,ru+en,en|ru,hybrid,hybrid|offline|online,,1,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0
mentee_e745d2a8,Ольга Петров,junior,1,Data Science,Data Scientist,ru+en,en|ru,,,,1,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0
mentee_57aca1f7,Вера Михайлов,junior,1,Frontend,Angular Developer,,,,,css; javascript; vite; figma,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_c9efedb6,Александр Борисов,junior,1,Backend,Go Developer,ru,ru,,,,1,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_73d1c111,Кирилл Степанов,senior,3,Frontend,Vue Developer,ru,ru,online,online,next.js; typescript; tailwind; webpack; vue; javascript; css; vite; html; react; a/b testing,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_3572beab,Алексей Попов,junior,1,QA,Test Analyst,,,hybrid,hybrid|offline|online,selenium; jmeter; appium; allure; postman,0,"0.0357,0.0184,0.0172,0.0346,0.0031,0.0118,0.0482,0.03,0.0469,0.7541",0
mentee_ae168fe9,Иван Макаров,junior,1,DevOps,SRE,ru,ru,online,online,terraform; jenkins; kubernetes; bash,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_be5763a6,Тимур Козлов,middle,2,Mobile,React Native Developer,ru,ru,online,online,firebase; rest api; java; xcode; ui/ux; git; swift,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_0894d98a,Юлия Соколов,junior,1,Data Science,ML Engineer,,,online,online,airflow; tensorflow; spark; pandas; python,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_513f2595,Арсений Макаров,junior,1,Frontend,React Developer,,,,,,1,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0
mentee_73c540ca,Сергей Орлов,junior,1,Product Analytics,CRM Analyst,ru,ru,online,online,amplitude; looker; mixpanel,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_4c52e4d8,Виктория Соловьёв,junior,1,Mobile,React Native Developer,ru,ru,hybrid,hybrid|offline|online,kotlin; swift; objective-c; ui/ux; git,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_8e346255,Елена Егоров,middle,2,QA,Test Automation Engineer,ru,ru,online,online,allure; jmeter; api testing; git; test planning; cypress; sql; appium,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_39ea3bd6,Кирилл Орлов,middle,2,QA,Test Automation Engineer,en,en,online,online,test planning; python; selenium; allure; git; sql,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_c8c34c65,Максим Никитин,junior,1,DevOps,DevOps Engineer,ru,ru,online,online,ansible; gcp; docker,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0
mentee_2e2a61a3,Арсений Кузнецов,middle,2,Mobile,iOS Developer,ru,ru,online,online,,1,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_518ad310,Андрей Николаев,senior,3,Cybersecurity,Incident Response Analyst,en,en,hybrid,hybrid|offline|online,nmap; metasploit; python; linux; wireshark; penetration testing; siem,0,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_8a3b21c3,Михаил Кузнецов,junior,1,DevOps,CI/CD Engineer,en,en,hybrid,hybrid|offline|online,aws; github actions; pytorch,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0
mentee_97dcf569,Анна Орлов,junior,1,Frontend,UI Developer,ru,ru,online,online,vite; react,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_ba3106f8,Александр Лебедев,junior,1,Blockchain,Solidity Developer,en,en,online,online,python; web3.js,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_763903e0,Мария Кузнецов,senior,3,QA,Performance Tester,ru,ru,online,online,postman; python; api testing; allure; pytest; selenium; jmeter; test planning; cypress; jira,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_444f7667,Тимур Соколов,middle,2,Mobile,Android Developer,ru+en,en|ru,online,online,xcode; ui/ux; flutter; git,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0
mentee_40618819,Арсений Лебедев,middle,2,Backend,Go Developer,,,online,online,sql; postgresql; rest api; mongodb; kubernetes,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_eb7b18e6,Надежда Захаров,middle,2,Frontend,Frontend Developer,en,en,offline,offline,graphql; react; html; tailwind; vite; vue; javascript; css; python,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0
mentee_5e5a5a89,Татьяна Новиков,middle,2,Mobile,React Native Developer,ru+en,en|ru,hybrid,hybrid|offline|online,ui/ux; kotlin; swift; git; android studio; firebase; ethereum,0,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0
mentee_0949e681,Сергей Семёнов,middle,2,Frontend,UI Developer,ru,ru,online,online,vite; vue; angular; javascript; webpack; next.js; typescript,0,"0.0054,0.0507,0.0054,0.0092,0.0079,0.893,0.0057,0.0022,0.0107,0.0098",0
mentee_8135e4f6,Владимир Семёнов,junior,1,Product Analytics,Product Analyst,ru+en,en|ru,online,online,python; sql; numpy,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0
mentee_26f8df6c,Юлия Попов,junior,1,Backend,Go Developer,,,online,online,rest api; kubernetes; java; docker; sql,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_2230990d,Сергей Никитин,junior,1,Data Science,ML Engineer,ru,ru,online,online,,1,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_9de933ce,Татьяна Соловьёв,junior,1,Data Science,ML Engineer,en,en,,,,1,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_afd36fc7,Светлана Борисов,middle,2,Backend,Java Developer,ru,ru,offline,offline,kubernetes; go; kafka; grpc,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0
mentee_142dbe3c,Антон Никитин,middle,2,Cybersecurity,SOC Analyst,ru,ru,hybrid,hybrid|offline|online,metasploit; owasp; burp suite; linux; siem; cryptography,0,"0.0156,0.0234,0.8079,0.0173,0.0436,0.0052,0.0258,0.0149,0.0248,0.0215",0
mentee_c6bf2ee0,Вера Попов,senior,3,Blockchain,DeFi Developer,ru,ru,offline,offline,,1,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_a9472634,Людмила Захаров,middle,2,Blockchain,Smart Contract Developer,en,en,online,online,ethereum; rust; truffle; typescript,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0
mentee_654fcf47,Вера Алексеев,junior,1,Product Analytics,Web Analyst,ru,ru,online,online,google analytics; power bi,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0
mentee_d1c0c241,Алина Борисов,middle,2,Blockchain,Solidity Developer,ru,ru,online,online,truffle; solidity; ethereum; defi; hardhat; ethers.js; rust,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_9539828a,Павел Николаев,junior,1,Blockchain,DeFi Developer,en,en,online,online,nft; defi; typescript; rust; solidity; tableau,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0
mentee_35c52c1f,Максим Степанов,junior,1,DevOps,CI/CD Engineer,en,en,online,online,jenkins; gcp; helm,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0
mentee_725fa7b3,Ксения Смирнов,junior,1,Game Development,Game Designer,en,en,online,online,c++; lua; opengl; blender; physics simulation,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_ddf2a6d8,Никита Иванов,junior,1,Product Analytics,Growth Analyst,ru,ru,online,online,,1,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0
mentee_3b1ae598,Григорий Павлов,junior,1,Game Development,Technical Artist,,,,,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_ecb45466,Сергей Степанов,senior,3,Frontend,Angular Developer,en,en,online,online,html; webpack; css; figma; vue; javascript; angular; graphql,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_66727ad7,Людмила Зайцев,middle,2,Blockchain,Crypto Analyst,,,,,,1,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0
mentee_7603c2c0,Анна Волков,middle,2,QA,Test Automation Engineer,,,,,,1,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_f45b06bd,Анна Степанов,middle,2,DevOps,CI/CD Engineer,,,,,jenkins; gcp; docker; bash; azure; helm; aws,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0
mentee_3e5c86ae,Павел Соловьёв,middle,2,Frontend,Vue Developer,ru,ru,online,online,css; vue; angular; next.js; tailwind; html; vite; webpack,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_706b87cc,Григорий Николаев,junior,1,QA,Performance Tester,ru,ru,offline,offline,,1,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_9ed0c9ef,Егор Борисов,junior,1,DevOps,SRE,ru,ru,online,online,aws; gcp; docker; kubernetes; linux; unreal engine,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_d298eb80,Сергей Макаров,junior,1,Blockchain,Solidity Developer,ru,ru,hybrid,hybrid|offline|online,nft; web3.js,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_0a0337a1,Светлана Степанов,senior,3,Frontend,React Developer,ru,ru,online,online,,1,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0
mentee_a2e25bda,Анна Егоров,junior,1,Cybersecurity,AppSec Engineer,,,,,,1,"0.0195,0.026,0.8141,0.016,0.0521,0.0034,0.0211,0.0032,0.0272,0.0175",0
mentee_e38c6ef0,Юлия Кузнецов,junior,1,Backend,Go Developer,ru+en,en|ru,hybrid,hybrid|offline|online,redis; postgresql; microservices; sql,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_82b4caf8,Виктория Зайцев,senior,3,Mobile,Flutter Developer,ru,ru,online,online,java; ui/ux; kotlin; android studio; firebase; react native; objective-c; swift,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_9e810ef5,Ксения Фёдоров,middle,2,Game Development,Game Designer,ru,ru,online,online,,1,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0
mentee_056cd175,Анна Лебедев,middle,2,Data Science,ML Engineer,ru,ru,hybrid,hybrid|offline|online,scikit-learn; sql; tensorflow; spark; python; r,0,"0.0823,0.0191,0.0171,0.7122,0.0278,0.0077,0.019,0.0116,0.0722,0.0311",0
mentee_04a279a5,Мария Соловьёв,middle,2,Product Analytics,CRM Analyst,ru,ru,hybrid,hybrid|offline|online,mixpanel; python; looker; tableau; statistics,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_3a28c75f,Павел Соколов,junior,1,Blockchain,Blockchain Developer,ru,ru,online,online,solidity; hardhat; typescript; python; java,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_1c9bab85,Людмила Макаров,junior,1,QA,Test Automation Engineer,ru,ru,online,online,test planning; git; jira; appium; terraform,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_d1aac72e,Полина Захаров,junior,1,Blockchain,Blockchain Developer,ru,ru,online,online,rust; ethereum; python; nft,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_0e7e5514,Мария Алексеев,middle,2,Data Science,NLP Engineer,,,,,scikit-learn; mlflow; kafka; numpy; statistics,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_5bf31c1b,Ольга Борисов,junior,1,Mobile,Mobile Architect,en,en,online,online,android studio; rest api; kotlin; ui/ux; flutter,0,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_70a4830c,Полина Петров,middle,2,DevOps,DevOps Engineer,ru,ru,online,online,grafana; azure; kubernetes; helm; ansible,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0
mentee_064ecb0f,Валерия Попов,junior,1,Product Analytics,Web Analyst,,,hybrid,hybrid|offline|online,sql; excel; python; a/b testing; amplitude; vue,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0
mentee_989493f4,Егор Соколов,middle,2,Blockchain,Blockchain Developer,ru,ru,online,online,,1,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_d6070bb6,Алина Никитин,junior,1,Frontend,Angular Developer,ru,ru,online,online,next.js; angular; html,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0
mentee_247105b5,Ксения Андреев,senior,3,Data Science,MLOps Engineer,ru,ru,,,,1,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0
mentee_3f77a860,Тамара Козлов,middle,2,Game Development,Unity Developer,en,en,online,online,unreal engine; lua; c#; blender; python,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_00d3a9e8,Никита Павлов,junior,1,Frontend,Web Developer,ru,ru,online,online,graphql; angular; tailwind; webpack; vue; ansible,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0
mentee_85adecdb,Светлана Никитин,junior,1,QA,Test Automation Engineer,ru,ru,online,online,jira; python; pytest; burp suite,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_b7a3071c,Денис Волков,middle,2,Product Analytics,Retention Analyst,ru,ru,online,online,sql; mixpanel; statistics; excel; google analytics; tableau; looker; amplitude,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0
mentee_762e8135,Михаил Алексеев,junior,1,Blockchain,Web3 Engineer,ru,ru,online,online,ethers.js; smart contracts; rust; typescript,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0
mentee_f9c30560,Екатерина Степанов,junior,1,Game Development,Unity Developer,ru+en,en|ru,online,online,opengl; unity; lua; game design,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_66939451,Ксения Иванов,junior,1,Game Development,Game Developer,ru,ru,online,online,physics simulation; c#; opengl; unity; game design,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0
mentee_50e37bea,Юлия Николаев,middle,2,Product Analytics,CRM Analyst,ru,ru,online,online,a/b testing; excel; google analytics; mixpanel; statistics; looker,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_7ea5f483,Светлана Васильев,senior,3,DevOps,DevOps Engineer,,,online,online,helm; azure; docker; grafana; terraform; prometheus,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0
mentee_f080d9d4,Сергей Смирнов,junior,1,Game Development,Technical Artist,ru,ru,offline,offline,opengl; c#; unreal engine; nmap,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_bdf41400,Владимир Борисов,junior,1,Backend,Database Engineer,en,en,online,online,,1,"0.6365,0.017,0.0142,0.0913,0.0535,0.0035,0.0203,0.0843,0.0421,0.0372",0
mentee_c29df861,Дмитрий Иванов,middle,2,Blockchain,Blockchain Developer,en,en,online,online,,1,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_ca3fbf8d,Алина Степанов,junior,1,Game Development,Unity Developer,ru,ru,online,online,opengl; python; blender,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0
mentee_bb6b3826,Алина Егоров,junior,1,Frontend,Vue Developer,ru,ru,online,online,,1,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0
mentee_fe4f7b5f,Иван Алексеев,middle,2,Backend,Go Developer,ru+en,en|ru,online,online,postgresql; go; sql; redis; python; docker; mongodb; rest api,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0
mentee_759a88fb,Ольга Орлов,junior,1,Mobile,iOS Developer,ru,ru,hybrid,hybrid|offline|online,firebase; swift; objective-c; rest api; xcode,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_1a666d0b,Григорий Никитин,junior,1,Blockchain,Blockchain Developer,ru,ru,offline,offline,rust; nft; ethers.js; smart contracts; solidity,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_0eb3b5c6,Елена Захаров,junior,1,Cybersecurity,Security Architect,ru,ru,online,online,nmap; network security; siem,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0
mentee_1c3b5f84,Надежда Макаров,junior,1,Frontend,TypeScript Developer,en,en,online,online,graphql; figma; next.js; html,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0
mentee_fca0b54e,Людмила Зайцев,middle,2,Product Analytics,Product Analyst,en,en,offline,offline,,1,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0
mentee_9eafdae4,Максим Волков,senior,3,DevOps,Cloud Engineer,,,hybrid,hybrid|offline|online,terraform; kubernetes; bash; gcp; helm; ansible; jenkins; docker; linux; aws,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0
mentee_e01bef72,Елена Андреев,senior,3,QA,Performance Tester,ru,ru,online,online,,1,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0
mentee_2d1b026f,Екатерина Борисов,junior,1,Mobile,Flutter Developer,en,en,hybrid,hybrid|offline|online,,1,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_0c1ce0bf,Екатерина Николаев,middle,2,Mobile,Mobile Architect,,,,,,1,"0.0885,0.0063,0.005,0.007,0.0089,0.0057,0.0366,0.7975,0.0064,0.0381",0
mentee_2b1feaaa,Роман Попов,junior,1,QA,SDET,ru,ru,online,online,jmeter; allure; jira; test planning; api testing,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0
mentee_67aff201,Александр Макаров,middle,2,Cybersecurity,Security Engineer,ru+en,en|ru,online,online,network security; owasp; penetration testing; burp suite,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0
mentee_2d8bff74,Тимур Волков,junior,1,Cybersecurity,Incident Response Analyst,en,en,hybrid,hybrid|offline|online,,1,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0
mentee_dfe46504,Людмила Орлов,middle,2,Mobile,iOS Developer,ru,ru,online,online,kotlin; objective-c; ui/ux; rest api; android studio; firebase; flutter; swift,0,"0.074,0.0133,0.0085,0.0086,0.0116,0.0073,0.0392,0.8021,0.008,0.0275",0
mentee_430cf7ce,Михаил Орлов,junior,1,Blockchain,Solidity Developer,ru+en,en|ru,online,online,python; smart contracts; hardhat,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0
mentee_31109163,Михаил Николаев,senior,3,Cybersecurity,Security Architect,,,,,penetration testing; cryptography; metasploit; linux; wireshark; python,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0
mentee_4ff2dd9b,Алексей Кузнецов,middle,2,DevOps,SRE,en,en,offline,offline,gcp; linux; terraform; aws; bash; jenkins; docker,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_99609211,Надежда Степанов,junior,1,Data Science,NLP Engineer,ru,ru,online,online,kafka; sql,0,"0.0835,0.0163,0.0147,0.7191,0.0303,0.0102,0.0193,0.0113,0.0682,0.0272",0
mentee_60295630,Тимур Волков,junior,1,Blockchain,Blockchain Developer,en,en,online,online,solidity; smart contracts,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0
mentee_e324fbc4,Кирилл Макаров,junior,1,Product Analytics,Marketing Analyst,en,en,online,online,a/b testing; amplitude; statistics; python,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0
mentee_25f4dd47,Татьяна Новиков,middle,2,Mobile,Flutter Developer,ru,ru,online,online,git; kotlin; flutter; firebase; objective-c; swift; react native,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0
mentee_4fe9e94b,Алина Смирнов,junior,1,DevOps,SRE,,,,,docker; gcp; bash,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0
mentee_5f1e6cf1,Андрей Морозов,junior,1,QA,Test Automation Engineer,,,,,,1,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0
mentee_4b908383,Тамара Орлов,junior,1,Game Development,Technical Artist,,,,,,1,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0
mentee_bfb6c09c,Егор Борисов,junior,1,Product Analytics,CRM Analyst,ru+en,en|ru,online,online,a/b testing; sql,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
mentee_2af60582,Дмитрий Смирнов,junior,1,Product Analytics,CRM Analyst,ru,ru,online,online,looker; google analytics; tableau; excel,0,"0.0354,0.0209,0.0238,0.078,0.0057,0.0096,0.0195,0.0088,0.7583,0.0401",0
