id,name,role,level,domain,profession,skills,language,format,experience_years,available,hours_per_week,boosted,boost_k
mentor_d57f03aa,Денис Смирнов,mentor,senior,Frontend,TypeScript Developer,css; tailwind; react; figma; angular; vue; next.js,en,hybrid,7,True,2,False,0.0
mentor_22527106,Денис Морозов,mentor,middle,Blockchain,Smart Contract Developer,ethers.js; nft; truffle; smart contracts; hardhat; solidity,en,online,4,True,6,False,0.0
mentor_3e0e9fbd,Иван Новиков,mentor,senior,Cybersecurity,AppSec Engineer,metasploit; linux; cryptography; network security; python; siem; nmap; burp suite; wireshark,ru,online,12,True,8,False,0.0
mentor_54d34091,Екатерина Иванов,mentor,middle,Blockchain,Crypto Analyst,smart contracts; nft; hardhat; web3.js; ethers.js; rust; defi; solidity,ru,online,4,False,0,False,0.0
mentor_91be1a82,Кирилл Андреев,mentor,senior,Mobile,Android Developer,flutter; ui/ux; rest api; git; java; xcode; swift; react native,ru,hybrid,5,True,8,False,0.0
mentor_ba553df0,Тимур Козлов,mentor,senior,Blockchain,Web3 Engineer,web3.js; rust; truffle; ethereum; smart contracts; solidity; hardhat; nft; docker,ru,offline,7,False,0,True,0.17
mentor_1a1bb637,Светлана Попов,mentor,middle,DevOps,Cloud Engineer,gcp; github actions; bash; ansible; jenkins; prometheus; azure; helm,ru,hybrid,4,False,0,False,0.0
mentor_52e8e236,Максим Иванов,mentor,lead,Blockchain,Crypto Analyst,smart contracts; ethers.js; nft; defi; web3.js; typescript; hardhat; python; solidity; rust; ethereum; truffle; mixpanel,ru+en,hybrid,13,True,2,False,0.0
mentor_4fb12299,Дарья Волков,mentor,senior,Frontend,Web Developer,html; javascript; angular; typescript; tailwind; webpack; vite; graphql; next.js,ru,online,7,True,4,False,0.0
mentor_3b2cfaf1,Людмила Макаров,mentor,middle,QA,Performance Tester,api testing; postman; jmeter; pytest; python; git; tensorflow,,hybrid,6,False,0,False,0.0
mentor_c0c01fe9,Надежда Фёдоров,mentor,senior,Cybersecurity,Incident Response Analyst,network security; python; wireshark; cryptography; owasp; nmap; metasploit,en,offline,5,True,5,False,0.0
mentor_6174ae09,Артём Андреев,mentor,middle,Game Development,Game Designer,unity; python; unreal engine; game design; git; c#; c++; scikit-learn,en,offline,3,True,5,False,0.0
mentor_4628dbd3,Полина Егоров,mentor,senior,Blockchain,Crypto Analyst,,,,8,True,4,False,0.0
mentor_9101ca33,Андрей Макаров,mentor,middle,QA,Test Automation Engineer,appium; cypress; api testing; selenium; git; pytest; allure,ru,online,5,True,6,False,0.0
mentor_cb0fd0e7,Ксения Фёдоров,mentor,lead,QA,Test Automation Engineer,cypress; test planning; git; pytest; allure; jira; jmeter; selenium; sql,ru,online,12,True,3,False,0.0
mentor_c5478398,Александр Кузнецов,mentor,middle,Product Analytics,Growth Analyst,amplitude; mixpanel; looker; power bi; statistics; google analytics,ru,offline,4,True,3,False,0.0
mentor_f0f2a1a4,Виктория Борисов,mentor,senior,Data Science,MLOps Engineer,statistics; pytorch; numpy; python; kafka; scikit-learn; tensorflow; spark; sql; docker,ru+en,hybrid,5,True,3,False,0.0
mentor_0ea27379,Арсений Алексеев,mentor,middle,Blockchain,Smart Contract Developer,ethers.js; python; solidity; rust; hardhat; typescript; smart contracts; defi,,,5,True,5,True,0.14
mentor_af16372f,Григорий Морозов,mentor,senior,Game Development,Game Designer,python; c++; c#; physics simulation; unreal engine; game design; git; mongodb,ru,online,9,True,5,False,0.0
mentor_3ed65398,Тамара Соколов,mentor,middle,Blockchain,Solidity Developer,,,,6,True,4,True,0.15
mentor_d3819cd2,Валерия Никитин,mentor,lead,Blockchain,DeFi Developer,smart contracts; ethereum; python; rust; web3.js; defi; hardhat; truffle; ethers.js; solidity; nft; mongodb,ru,hybrid,9,True,1,False,0.0
mentor_051dae8d,Григорий Лебедев,mentor,senior,Product Analytics,Growth Analyst,a/b testing; google analytics; looker; tableau; python; amplitude; mixpanel; power bi; statistics; sql,,online,7,False,0,False,0.0
mentor_231de367,Сергей Кузнецов,mentor,lead,QA,Test Automation Engineer,cypress; git; jira; test planning; sql; pytest; allure; python; postman; appium; api testing,,,12,True,4,False,0.0
mentor_136adad2,Юлия Михайлов,mentor,middle,Game Development,Unity Developer,c#; game design; unreal engine; lua; git; python; java,ru,online,6,True,5,False,0.0
mentor_718067f1,Александр Морозов,mentor,middle,Game Development,Game Developer,c#; game design; unreal engine; blender; unity; git; physics simulation; c++; opengl,ru,hybrid,3,True,5,False,0.0
mentor_5d86e43f,Наталья Лебедев,mentor,middle,Data Science,Data Scientist,tensorflow; sql; python; R; spark; numpy; kafka,ru,online,4,True,3,False,0.0
mentor_646f5991,Валерия Соловьёв,mentor,senior,Game Development,Game Developer,opengl; git; unity; c++; game design; physics simulation; c#; python; blender; lua; linux,,online,11,True,4,False,0.0
mentor_f3c54bbf,Александр Лебедев,mentor,middle,Frontend,Web Developer,vue; html; vite; webpack; figma; css; tailwind; typescript; javascript,ru,offline,5,True,6,False,0.0
mentor_939a6ec3,Ксения Смирнов,mentor,senior,Cybersecurity,Malware Analyst,burp suite; linux; cryptography; penetration testing; wireshark; siem; owasp; nmap; network security,ru,online,5,True,4,False,0.0
mentor_e5019034,Григорий Никитин,mentor,senior,DevOps,Cloud Engineer,github actions; kubernetes; jenkins; helm; gcp; bash; aws; docker; terraform; ansible; linux,,online,6,False,0,False,0.0
mentor_e4df79da,Дмитрий Борисов,mentor,lead,Backend,Software Engineer,,,online,17,True,1,False,0.0
mentor_6b047ab8,Юлия Андреев,mentor,middle,DevOps,SRE,gcp; ansible; helm; kubernetes; jenkins,en,hybrid,3,True,3,False,0.0
mentor_a448cc0e,Григорий Михайлов,mentor,lead,Frontend,Frontend Developer,angular; vite; css; vue; html; next.js; figma; webpack; graphql; react; typescript; javascript; tailwind,ru,offline,18,True,3,False,0.0
mentor_0bb2613c,Валерия Степанов,mentor,lead,Backend,API Developer,kafka; grpc; node.js; redis; rest api; postgresql; sql; python; docker; mongodb; kubernetes; microservices; java; go,en,online,14,True,8,True,0.06
mentor_2985ffd2,Михаил Николаев,mentor,senior,Backend,Python Developer,mongodb; postgresql; docker; sql; grpc; java; node.js,en,offline,5,True,3,False,0.0
mentor_dc7eecc8,Светлана Иванов,mentor,senior,Mobile,React Native Developer,,ru,online,10,False,0,False,0.0
mentor_41e6f76a,Екатерина Никитин,mentor,middle,DevOps,DevOps Engineer,prometheus; aws; jenkins; grafana; docker; bash; terraform,en,hybrid,5,True,1,False,0.0
mentor_98abac95,Кирилл Фёдоров,mentor,middle,Frontend,TypeScript Developer,figma; css; next.js; react; graphql; angular; webpack; vite,ru,hybrid,6,True,1,False,0.0
mentor_d3042450,Егор Орлов,mentor,middle,DevOps,CI/CD Engineer,aws; terraform; helm; linux; gcp; github actions; azure; kubernetes,en,online,2,False,0,False,0.0
mentor_98a8c00e,Валерия Андреев,mentor,senior,Frontend,Frontend Developer,next.js; vite; typescript; react; html; graphql; tailwind,ru+en,online,12,True,5,False,0.0
mentor_6a7cc192,Юлия Кузнецов,mentor,senior,Product Analytics,Growth Analyst,a/b testing; mixpanel; sql; power bi; tableau; looker; google analytics; amplitude; statistics; excel,ru,online,12,False,0,True,0.14
mentor_b0d3de30,Тимур Иванов,mentor,lead,Blockchain,Crypto Analyst,defi; smart contracts; web3.js; hardhat; typescript; python; solidity; ethereum; mongodb,ru,hybrid,9,True,3,False,0.0
mentor_c11b5581,Иван Новиков,mentor,senior,Blockchain,Smart Contract Developer,nft; hardhat; ethereum; ethers.js; solidity; smart contracts; rust; kubernetes,,online,11,True,1,False,0.0
mentor_466c2c80,Анна Петров,mentor,senior,Product Analytics,Web Analyst,python; amplitude; a/b testing; excel; sql; looker; statistics; linux,ru,,7,True,6,False,0.0
mentor_a32d5d0d,Мария Соколов,mentor,middle,Mobile,Kotlin Developer,objective-c; swift; git; react native; rest api; flutter; android studio,ru,,3,True,6,False,0.0
mentor_133034d7,Владимир Лебедев,mentor,middle,Mobile,Flutter Developer,swift; java; rest api; xcode; git; ui/ux; objective-c,ru+en,online,3,True,3,False,0.0
mentor_f53954ec,Тамара Соловьёв,mentor,senior,Backend,Backend Developer,rest api; go; java; mongodb; postgresql; sql; docker; python,ru,hybrid,10,True,5,False,0.0
mentor_acd66fef,Светлана Никитин,mentor,middle,Backend,Backend Developer,sql; docker; microservices; kafka; java,ru+en,offline,4,True,6,False,0.0
mentor_ad1931f0,Андрей Андреев,mentor,lead,Frontend,Vue Developer,tailwind; figma; css; vue; typescript; webpack; next.js; graphql; javascript; angular; html; python,ru,online,10,True,5,False,0.0
mentor_c9265f0b,Полина Лебедев,mentor,middle,Cybersecurity,Penetration Tester,penetration testing; linux; owasp; siem; metasploit,ru+en,offline,3,True,5,False,0.0
mentor_81c351d9,Вера Иванов,mentor,senior,Mobile,Android Developer,firebase; java; git; xcode; swift; objective-c; react native; flutter; rust,ru,hybrid,6,True,8,False,0.0
mentor_743f2f83,Артём Попов,mentor,senior,DevOps,DevOps Engineer,terraform; gcp; azure; bash; github actions; prometheus; helm; docker; google analytics,ru,hybrid,12,True,2,False,0.0
mentor_dec6b09c,Валерия Андреев,mentor,senior,Cybersecurity,Security Engineer,python; network security; owasp; siem; metasploit; burp suite; nmap; cryptography,,,7,True,1,False,0.0
mentor_4b9bead6,Роман Фёдоров,mentor,senior,Mobile,Android Developer,react native; ui/ux; java; git; android studio; swift; kotlin,,,5,True,4,False,0.0
mentor_d038a5f6,Владимир Морозов,mentor,senior,DevOps,Cloud Engineer,jenkins; prometheus; docker; helm; bash; linux; github actions,ru,online,9,False,0,False,0.0
mentor_1c2af84b,Никита Иванов,mentor,senior,Data Science,Computer Vision Engineer,sql; pytorch; R; statistics; numpy; pandas; mlflow; scikit-learn; python; airflow,ru,online,12,True,2,False,0.0
mentor_f14a3d5f,Дмитрий Смирнов,mentor,lead,Cybersecurity,Security Architect,siem; burp suite; network security; metasploit; linux; python; penetration testing; wireshark,ru,offline,16,True,8,False,0.0
mentor_e7b42494,Полина Зайцев,mentor,senior,Backend,Systems Architect,java; python; sql; kafka; postgresql; rest api; kubernetes; objective-c,ru,online,12,True,8,True,0.15
mentor_62a06829,Антон Волков,mentor,middle,Product Analytics,Retention Analyst,excel; looker; google analytics; a/b testing; mixpanel; power bi,en,online,2,True,3,False,0.0
mentor_bfe4b668,Антон Макаров,mentor,lead,Backend,API Developer,kafka; python; grpc; kubernetes; node.js; sql; redis; rest api; go; postgresql; docker; mongodb,,offline,20,True,5,False,0.0
mentor_976ff787,Дмитрий Соловьёв,mentor,middle,QA,QA Lead,postman; sql; python; git; api testing; pytest; appium; lua,ru,,3,True,1,False,0.0
mentor_f0c78b46,Никита Николаев,mentor,middle,Backend,Python Developer,python; microservices; java; rest api; kafka; docker; postgresql; go; node.js,ru,online,6,True,4,False,0.0
mentor_7ec7f999,Наталья Морозов,mentor,senior,Frontend,TypeScript Developer,,ru,online,5,True,1,True,0.09
mentor_6a188330,Надежда Захаров,mentor,senior,DevOps,Cloud Engineer,linux; azure; gcp; prometheus; aws; bash; jenkins,ru,hybrid,10,True,6,False,0.0
mentor_c662a20b,Татьяна Егоров,mentor,senior,Product Analytics,Retention Analyst,,,,6,True,1,False,0.0
mentor_46db2178,Денис Морозов,mentor,senior,Blockchain,Blockchain Developer,defi; ethers.js; ethereum; python; solidity; rust; nft; typescript; web3.js,en,,6,True,6,False,0.0
mentor_bfc2d361,Владимир Петров,mentor,senior,DevOps,Platform Engineer,azure; github actions; jenkins; docker; gcp; kubernetes; prometheus; linux; grafana; aws; bash,en,online,11,True,1,False,0.0
mentor_56de7d2a,Мария Фёдоров,mentor,senior,Frontend,Web Developer,next.js; javascript; angular; css; vite; webpack; tailwind,en,online,8,True,2,False,0.0
mentor_1b77ede2,Валерия Морозов,mentor,middle,QA,Performance Tester,cypress; test planning; jira; sql; git,ru,online,5,True,4,False,0.0
mentor_1aad22e9,Светлана Михайлов,mentor,middle,Product Analytics,Growth Analyst,statistics; google analytics; sql; excel; power bi,ru,online,3,True,6,False,0.0
mentor_386f2833,Григорий Петров,mentor,senior,DevOps,Cloud Engineer,prometheus; terraform; grafana; jenkins; azure; linux; bash; aws; helm; gcp; docker; github actions,ru,hybrid,6,True,2,False,0.0
mentor_895a1818,Денис Павлов,mentor,lead,Product Analytics,Product Analyst,amplitude; tableau; statistics; python; excel; google analytics; power bi; mixpanel; looker,ru,online,10,False,0,True,0.07
mentor_ad54e43c,Светлана Семёнов,mentor,senior,Blockchain,Web3 Engineer,smart contracts; web3.js; python; typescript; rust; ethereum; hardhat; defi; ethers.js; solidity; nft,en,online,5,True,4,True,0.17
mentor_66c01d89,Надежда Новиков,mentor,middle,Blockchain,Solidity Developer,rust; hardhat; smart contracts; truffle; defi; ethers.js; kubernetes,ru,offline,5,True,1,False,0.0
mentor_45de422e,Алексей Никитин,mentor,senior,Backend,Go Developer,grpc; kafka; go; microservices; docker; java; redis; kubernetes; rest api; node.js; mongodb,ru,hybrid,7,True,1,False,0.0
mentor_b50ca85b,Ольга Васильев,mentor,senior,Product Analytics,Retention Analyst,power bi; amplitude; statistics; looker; excel; sql; a/b testing,ru,hybrid,9,True,3,True,0.16
mentor_8cd8103a,Владимир Степанов,mentor,senior,Cybersecurity,Incident Response Analyst,,,hybrid,10,True,1,False,0.0
mentor_37f44b0c,Светлана Семёнов,mentor,senior,DevOps,DevOps Engineer,ansible; docker; gcp; jenkins; bash; github actions; helm; grafana,ru+en,online,6,True,6,False,0.0
mentor_056edf35,Арсений Кузнецов,mentor,middle,Data Science,Computer Vision Engineer,statistics; mlflow; numpy; pandas; airflow; kafka; sql,en,hybrid,3,False,0,False,0.0
mentor_4328d3dd,Юлия Кузнецов,mentor,middle,Mobile,Swift Developer,rest api; xcode; git; swift; firebase; react native; kotlin; owasp,ru+en,offline,5,True,5,False,0.0
mentor_fce88410,Иван Михайлов,mentor,senior,Blockchain,Smart Contract Developer,nft; python; ethereum; typescript; web3.js; rust; ethers.js; smart contracts; truffle; hardhat; solidity,ru+en,online,10,True,8,False,0.0
mentor_31ab8326,Алина Соловьёв,mentor,middle,DevOps,DevOps Engineer,prometheus; aws; github actions; azure; linux; kubernetes; jenkins; gcp; ansible,ru,online,5,True,1,False,0.0
mentor_43f4e8a6,Григорий Волков,mentor,senior,Product Analytics,Marketing Analyst,looker; sql; a/b testing; mixpanel; amplitude; statistics; power bi; excel; python; tableau; tailwind,ru,online,8,False,0,False,0.0
mentor_bdf5908f,Екатерина Смирнов,mentor,senior,Blockchain,Web3 Engineer,python; typescript; rust; solidity; hardhat; defi; smart contracts; web3.js; ethereum; ethers.js; penetration testing,ru+en,online,10,True,3,False,0.0
mentor_5c75aaad,Полина Иванов,mentor,middle,Game Development,Game Designer,c++; python; physics simulation; c#; game design; blender; opengl,ru,hybrid,4,True,2,False,0.0
mentor_a1e98067,Сергей Захаров,mentor,lead,Blockchain,Web3 Engineer,nft; ethers.js; python; rust; typescript; solidity; smart contracts; truffle; defi; hardhat; ethereum,,offline,17,False,0,True,0.11
mentor_1ef7a592,Вера Иванов,mentor,lead,DevOps,Kubernetes Engineer,github actions; grafana; jenkins; prometheus; docker; kubernetes; bash; linux; next.js,en,online,10,False,0,False,0.0
mentor_bd348e8f,Юлия Борисов,mentor,lead,Data Science,Research Scientist,statistics; tensorflow; docker; pandas; spark; scikit-learn; kafka; pytorch; mlflow; numpy; python,ru+en,,9,False,0,False,0.0
mentor_43f16962,Тимур Павлов,mentor,lead,Mobile,Kotlin Developer,kotlin; java; swift; xcode; objective-c; flutter; firebase; ui/ux,,,20,False,0,False,0.0
mentor_7db3e311,Анна Кузнецов,mentor,middle,Data Science,Computer Vision Engineer,docker; statistics; python; pandas; mlflow; R; tensorflow,ru+en,online,4,True,2,False,0.0
mentor_1af25b62,Людмила Макаров,mentor,middle,Game Development,Technical Artist,c++; physics simulation; opengl; lua; unreal engine; python; game design; ansible,ru,online,4,True,1,False,0.0
mentor_1c501d51,Наталья Лебедев,mentor,lead,Mobile,Kotlin Developer,android studio; flutter; git; objective-c; firebase; ui/ux; xcode; swift; kotlin; rest api; java; angular,ru,hybrid,9,True,6,False,0.0
mentor_71088a92,Анна Макаров,mentor,middle,QA,Manual Tester,postman; allure; selenium; sql; pytest; test planning,ru,online,4,True,3,False,0.0
mentor_66c68737,Кирилл Николаев,mentor,senior,Frontend,Web Developer,css; next.js; typescript; figma; react; vite; tailwind; flutter,ru,online,9,True,6,False,0.0
mentor_4ccf927c,Мария Соловьёв,mentor,senior,QA,SDET,python; test planning; allure; sql; git; jmeter; postman,ru,online,6,True,3,False,0.0
mentor_da743c9a,Григорий Иванов,mentor,middle,DevOps,Cloud Engineer,gcp; docker; azure; ansible; prometheus,ru+en,,4,True,4,False,0.0
mentor_360eeda4,Денис Волков,mentor,senior,Data Science,MLOps Engineer,pytorch; pandas; tensorflow; kafka; sql; statistics; docker; scikit-learn; python; mlflow,,,5,True,6,False,0.0
mentor_7046466f,Иван Васильев,mentor,senior,DevOps,DevOps Engineer,,ru+en,online,9,True,1,False,0.0
mentor_bd8cb83e,Сергей Лебедев,mentor,middle,QA,SDET,sql; test planning; pytest; allure; jmeter; postman; cypress; api testing; jira,,,6,True,2,False,0.0
mentor_d6e6633f,Ирина Михайлов,mentor,senior,Backend,Java Developer,redis; postgresql; java; grpc; go; kubernetes; kafka; docker; node.js; rest api; nft,ru,online,12,False,0,True,0.15
mentor_62d9d22d,Арсений Кузнецов,mentor,middle,Frontend,Angular Developer,html; tailwind; css; figma; next.js; angular; react; vue; javascript,ru,online,5,False,0,False,0.0
mentor_b50bd201,Максим Смирнов,mentor,lead,Frontend,React Developer,react; tailwind; javascript; webpack; graphql; html; typescript; next.js; css; vite; figma; amplitude,ru,,9,True,5,False,0.0
mentor_5d39c876,Мария Степанов,mentor,lead,Data Science,BI Analyst,kafka; pandas; numpy; R; python; scikit-learn; statistics; docker; sql; spark,ru,online,9,False,0,False,0.0
mentor_b5337c7a,Никита Семёнов,mentor,middle,Blockchain,Blockchain Developer,hardhat; defi; python; typescript; rust; ethereum; smart contracts; solidity; vue,en,hybrid,6,True,1,False,0.0
mentor_07d81076,Вера Михайлов,mentor,senior,Data Science,Research Scientist,mlflow; sql; tensorflow; python; spark; R; kafka,ru+en,hybrid,10,True,6,True,0.06
mentor_e7fe5cd5,Никита Васильев,mentor,lead,Game Development,Unreal Engine Developer,,en,hybrid,20,True,1,False,0.0
mentor_37152c1c,Ольга Соколов,mentor,middle,Blockchain,Blockchain Developer,,,hybrid,5,True,1,False,0.0
mentor_ccebc8a6,Андрей Макаров,mentor,middle,Blockchain,Smart Contract Developer,smart contracts; defi; typescript; truffle; rust; ethers.js; python; nft; web3.js,en,hybrid,6,False,0,False,0.0
mentor_de3a15ec,Роман Лебедев,mentor,lead,DevOps,Infrastructure Engineer,helm; grafana; azure; prometheus; aws; jenkins; gcp; github actions; docker; terraform; bash; ansible,en,hybrid,17,True,6,False,0.0
mentor_beabdd29,Дмитрий Кузнецов,mentor,middle,DevOps,CI/CD Engineer,linux; jenkins; ansible; grafana; prometheus; helm; gcp; bash,ru,online,5,True,1,False,0.0
mentor_6416084e,Светлана Соколов,mentor,senior,Frontend,Web Developer,typescript; react; javascript; angular; next.js; html; vue; tailwind; vite,en,,8,True,2,False,0.0
mentor_30249735,Тимур Степанов,mentor,middle,QA,QA Lead,jira; git; test planning; python; postman,en,online,6,True,6,True,0.14
mentor_c651bc16,Анна Борисов,mentor,senior,Frontend,Vue Developer,angular; react; html; typescript; tailwind; css; graphql; vue; next.js; webpack; vite; javascript,ru+en,online,11,True,1,True,0.14
mentor_7afc7d76,Дарья Алексеев,mentor,senior,DevOps,SRE,docker; linux; prometheus; ansible; gcp; bash; terraform; aws; jenkins; kubernetes,ru,hybrid,8,True,1,False,0.0
mentor_c694bb8c,Дмитрий Соловьёв,mentor,middle,Mobile,Swift Developer,java; git; firebase; swift; react native,ru,online,2,True,6,False,0.0
mentor_d565e7d7,Сергей Егоров,mentor,senior,Cybersecurity,SOC Analyst,penetration testing; python; wireshark; burp suite; nmap; cryptography; siem; linux,ru+en,online,11,True,4,False,0.0
mentor_7eba5e47,Дмитрий Андреев,mentor,middle,Mobile,React Native Developer,swift; xcode; android studio; git; ui/ux; flutter; kotlin; objective-c; firebase; postgresql,ru,offline,5,True,2,True,0.2
mentor_15246790,Виктория Алексеев,mentor,senior,Frontend,Vue Developer,css; javascript; typescript; next.js; webpack; angular; html,ru+en,,7,True,5,False,0.0
mentor_9e88a182,Валерия Зайцев,mentor,senior,Mobile,Flutter Developer,ui/ux; android studio; rest api; flutter; kotlin; firebase; objective-c,en,hybrid,6,True,8,False,0.0
mentor_6d9d4dce,Валерия Морозов,mentor,senior,Data Science,Data Analyst,scikit-learn; airflow; R; pytorch; statistics; docker; python; numpy; pandas,ru,online,11,True,3,False,0.0
mentor_a3ef542d,Александр Захаров,mentor,senior,Game Development,Technical Artist,lua; opengl; unity; git; unreal engine; blender; python; game design; physics simulation; c#; c++,,online,7,True,5,False,0.0
mentor_6b19d79e,Дарья Васильев,mentor,middle,Product Analytics,A/B Test Specialist,sql; tableau; a/b testing; power bi; mixpanel; looker; google analytics; statistics; amplitude; rest api,ru,online,3,True,8,False,0.0
mentor_e30bfbcc,Максим Зайцев,mentor,middle,DevOps,Infrastructure Engineer,bash; linux; ansible; github actions; azure; jenkins; grafana; helm; siem,ru,,6,True,5,True,0.12
mentor_3a815179,Надежда Васильев,mentor,senior,Blockchain,Web3 Engineer,truffle; smart contracts; solidity; ethers.js; nft; ethereum; typescript; python; defi; hardhat; web3.js,ru,online,6,False,0,False,0.0
mentor_9b54ebf1,Светлана Егоров,mentor,senior,DevOps,Infrastructure Engineer,aws; gcp; kubernetes; terraform; bash; ansible; grafana; prometheus; jenkins; helm; github actions; docker; spark,ru+en,online,5,True,6,False,0.0
mentor_eddba5a3,Михаил Петров,mentor,senior,Product Analytics,Product Analyst,,,,7,False,0,False,0.0
mentor_4bde2be0,Валерия Иванов,mentor,senior,Data Science,BI Analyst,R; docker; mlflow; python; pandas; airflow; numpy; sql; scikit-learn,ru,online,6,True,5,False,0.0
mentor_fcb4cdac,Ксения Попов,mentor,senior,Backend,Java Developer,java; node.js; postgresql; rest api; mongodb; microservices; grpc; redis; kafka; sql; kubernetes; docker,,hybrid,11,True,4,False,0.0
mentor_82e847ce,Никита Семёнов,mentor,senior,QA,Test Automation Engineer,appium; sql; pytest; cypress; selenium; jira; api testing; siem,ru,online,5,True,3,False,0.0
mentor_aea9ba3c,Людмила Соколов,mentor,middle,DevOps,Cloud Engineer,aws; bash; ansible; kubernetes; prometheus; grafana; docker; jenkins,,online,6,True,1,False,0.0
mentor_87eec019,Тамара Фёдоров,mentor,middle,Blockchain,Solidity Developer,nft; typescript; truffle; smart contracts; ethers.js; appium,ru+en,hybrid,2,True,3,False,0.0
mentor_6d0e076e,Юлия Егоров,mentor,senior,Data Science,Data Analyst,scikit-learn; sql; mlflow; kafka; tensorflow; R; python; numpy; airflow,en,online,11,True,6,False,0.0
mentor_a2291ceb,Татьяна Егоров,mentor,lead,Backend,Java Developer,go; postgresql; node.js; kubernetes; mongodb; java; sql; grpc; kafka; redis; rest api; excel,ru,online,12,True,5,False,0.0
mentor_52838705,Алексей Егоров,mentor,lead,QA,Manual Tester,,,,19,False,0,False,0.0
mentor_473a1aef,Елена Макаров,mentor,middle,Frontend,Vue Developer,graphql; javascript; vue; html; tailwind,ru,online,4,True,4,False,0.0
mentor_b8daaee6,Алексей Павлов,mentor,senior,Game Development,Gameplay Programmer,physics simulation; game design; c++; python; blender; git; lua; opengl; unreal engine; unity,ru+en,online,8,True,1,True,0.11
mentor_6cdf5f37,Виктория Егоров,mentor,senior,Frontend,Frontend Developer,react; tailwind; webpack; css; graphql; next.js; typescript; figma; html; angular,,,7,True,8,False,0.0
mentor_6eab1ff4,Артём Степанов,mentor,senior,Data Science,BI Analyst,,,,10,True,3,False,0.0
mentor_5eff4489,Виктория Попов,mentor,middle,Product Analytics,CRM Analyst,sql; python; power bi; google analytics; a/b testing; looker; tableau; statistics; excel,ru,hybrid,4,False,0,False,0.0
mentor_5b395b68,Иван Павлов,mentor,middle,Mobile,iOS Developer,react native; firebase; kotlin; objective-c; flutter; ui/ux; git; java; swift; css,ru,online,2,True,3,False,0.0
mentor_50462bc4,Дмитрий Зайцев,mentor,middle,Cybersecurity,Penetration Tester,,ru,online,3,True,3,True,0.11
mentor_c86a4b85,Тимур Морозов,mentor,middle,QA,QA Engineer,jmeter; selenium; api testing; python; allure; jira; test planning; appium; postman,en,hybrid,5,True,3,False,0.0
mentor_132831be,Алина Волков,mentor,middle,Product Analytics,A/B Test Specialist,excel; python; mixpanel; tableau; statistics; mongodb,,online,5,True,6,False,0.0
mentor_d449453a,Иван Новиков,mentor,senior,Data Science,Data Scientist,,en,online,10,False,0,False,0.0
mentor_f03b1ea6,Денис Орлов,mentor,lead,Backend,Go Developer,,,online,15,False,0,False,0.0
mentor_217563b7,Андрей Соколов,mentor,senior,Mobile,Mobile Architect,react native; rest api; ui/ux; flutter; swift; java; kotlin; xcode; objective-c; android studio; git; firebase,ru,offline,11,True,1,False,0.0
mentor_3d789bfe,Полина Михайлов,mentor,senior,DevOps,Kubernetes Engineer,kubernetes; aws; prometheus; ansible; azure; linux; gcp; docker; terraform; helm; bash,ru,hybrid,9,True,2,False,0.0
mentor_c06b9ac2,Надежда Попов,mentor,lead,Cybersecurity,Incident Response Analyst,nmap; linux; network security; python; burp suite; cryptography; owasp; siem; wireshark; penetration testing,en,online,17,False,0,False,0.0
mentor_c5222282,Валерия Морозов,mentor,lead,Mobile,Swift Developer,android studio; git; flutter; xcode; swift; objective-c; kotlin; ui/ux; rest api; java; firebase,ru,online,12,True,1,False,0.0
mentor_30241f13,Надежда Попов,mentor,middle,Mobile,Swift Developer,ui/ux; android studio; swift; rest api; kotlin; react native; git,en,online,3,True,4,False,0.0
mentor_3e0d11bd,Вера Волков,mentor,middle,Blockchain,Blockchain Developer,truffle; python; ethers.js; smart contracts; hardhat; nft; typescript; rust; ethereum; pytest,ru,online,4,True,2,False,0.0
mentor_02477158,Татьяна Михайлов,mentor,middle,Game Development,Game Developer,unity; blender; c#; opengl; python; game design; lua,ru,hybrid,4,True,5,False,0.0
mentor_a8bb8d2e,Кирилл Зайцев,mentor,senior,Game Development,Unity Developer,c++; game design; opengl; physics simulation; unreal engine; blender; lua; c#; python; git; unity,en,offline,10,True,2,False,0.0
mentor_f4461637,Денис Зайцев,mentor,lead,Mobile,Swift Developer,,,hybrid,15,True,4,False,0.0
mentor_1e57ce0e,Дарья Васильев,mentor,senior,DevOps,Infrastructure Engineer,,,online,6,False,0,False,0.0
mentor_85f6a31b,Полина Павлов,mentor,middle,Cybersecurity,Security Architect,cryptography; owasp; python; penetration testing; siem; metasploit; wireshark,ru,hybrid,3,False,0,False,0.0
mentor_ee269b0c,Екатерина Макаров,mentor,middle,Frontend,Web Developer,html; css; next.js; react; tailwind; figma; graphql,en,hybrid,5,True,1,False,0.0
mentor_59a04b65,Роман Михайлов,mentor,senior,Cybersecurity,Malware Analyst,burp suite; network security; wireshark; python; linux; nmap; penetration testing,ru,offline,11,True,6,False,0.0
mentor_58af1e21,Андрей Козлов,mentor,senior,Mobile,iOS Developer,android studio; flutter; java; react native; swift; kotlin; rest api; git; xcode; ui/ux; objective-c,ru,online,10,True,6,False,0.0
mentor_78726f97,Ирина Никитин,mentor,senior,Game Development,Gameplay Programmer,unity; c++; git; unreal engine; lua; game design; c#; physics simulation; python; android studio,ru,offline,8,True,1,True,0.08
