id,name,level_raw,level_score,domain,profession,language,language_set,format,format_set,skills_normalized,skills_missing,domain_vector,domain_fallback,experience_years,experience_norm,available,hours_per_week,boosted,boost_k
mentor_4628dbd3,Полина Егоров,senior,3,Blockchain,Crypto Analyst,,,,,,1,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,8,0.7217,True,4,False,0.0
mentor_9101ca33,Андрей Макаров,middle,2,QA,Test Automation Engineer,ru,ru,online,online,appium; cypress; api testing; selenium; git; pytest; allure,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,5,0.5885,True,6,False,0.0
mentor_cb0fd0e7,Ксения Фёдоров,lead,4,QA,Test Automation Engineer,ru,ru,online,online,cypress; test planning; git; pytest; allure; jira; jmeter; selenium; sql,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,12,0.8425,True,3,False,0.0
mentor_c5478398,Александр Кузнецов,middle,2,Product Analytics,Growth Analyst,ru,ru,offline,offline,amplitude; mixpanel; looker; power bi; statistics; google analytics,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,4,0.5286,True,3,False,0.0
mentor_f0f2a1a4,Виктория Борисов,senior,3,Data Science,MLOps Engineer,ru+en,en|ru,hybrid,hybrid|offline|online,statistics; pytorch; numpy; python; kafka; scikit-learn; tensorflow; spark; sql; docker,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0,5,0.5885,True,3,False,0.0
mentor_0ea27379,Арсений Алексеев,middle,2,Blockchain,Smart Contract Developer,,,,,ethers.js; python; solidity; rust; hardhat; typescript; smart contracts; defi,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,5,0.5885,True,5,True,0.14
mentor_af16372f,Григорий Морозов,senior,3,Game Development,Game Designer,ru,ru,online,online,python; c++; c#; physics simulation; unreal engine; game design; git; mongodb,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,9,0.7563,True,5,False,0.0
mentor_3ed65398,Тамара Соколов,middle,2,Blockchain,Solidity Developer,,,,,,1,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,6,0.6392,True,4,True,0.15
mentor_d3819cd2,Валерия Никитин,lead,4,Blockchain,DeFi Developer,ru,ru,hybrid,hybrid|offline|online,smart contracts; ethereum; python; rust; web3.js; defi; hardhat; truffle; ethers.js; solidity; nft; mongodb,0,"0.0169,0.8203,0.0203,0.0169,0.005,0.0485,0.0238,0.0067,0.0244,0.0172",0,9,0.7563,True,1,False,0.0
mentor_051dae8d,Григорий Лебедев,senior,3,Product Analytics,Growth Analyst,,,online,online,a/b testing; google analytics; looker; tableau; python; amplitude; mixpanel; power bi; statistics; sql,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,7,0.683,False,0,False,0.0
mentor_231de367,Сергей Кузнецов,lead,4,QA,Test Automation Engineer,,,,,cypress; git; jira; test planning; sql; pytest; allure; python; postman; appium; api testing,0,"0.0335,0.0177,0.0178,0.0284,0.0066,0.0075,0.0436,0.0317,0.0358,0.7772",0,12,0.8425,True,4,False,0.0
mentor_136adad2,Юлия Михайлов,middle,2,Game Development,Unity Developer,ru,ru,online,online,c#; game design; unreal engine; lua; git; python; java,0,"0.0155,0.0225,0.0209,0.0201,0.0084,0.0041,0.8115,0.0313,0.0241,0.0415",0,6,0.6392,True,5,False,0.0
mentor_718067f1,Александр Морозов,middle,2,Game Development,Game Developer,ru,ru,hybrid,hybrid|offline|online,c#; game design; unreal engine; blender; unity; git; physics simulation; c++; opengl,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,3,0.4553,True,5,False,0.0
mentor_5d86e43f,Наталья Лебедев,middle,2,Data Science,Data Scientist,ru,ru,online,online,tensorflow; sql; python; r; spark; numpy; kafka,0,"0.0862,0.0257,0.0173,0.6936,0.0277,0.0088,0.0191,0.0097,0.0789,0.0331",0,4,0.5286,True,3,False,0.0
mentor_646f5991,Валерия Соловьёв,senior,3,Game Development,Game Developer,,,online,online,opengl; git; unity; c++; game design; physics simulation; c#; python; blender; lua; linux,0,"0.0164,0.0182,0.0174,0.0172,0.0112,0.0057,0.8087,0.0336,0.0242,0.0473",0,11,0.8162,True,4,False,0.0
mentor_f3c54bbf,Александр Лебедев,middle,2,Frontend,Web Developer,ru,ru,offline,offline,vue; html; vite; webpack; figma; css; tailwind; typescript; javascript,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0,5,0.5885,True,6,False,0.0
mentor_939a6ec3,Ксения Смирнов,senior,3,Cybersecurity,Malware Analyst,ru,ru,online,online,burp suite; linux; cryptography; penetration testing; wireshark; siem; owasp; nmap; network security,0,"0.0167,0.0272,0.8141,0.0154,0.0463,0.0101,0.0167,0.0072,0.0249,0.0213",0,5,0.5885,True,4,False,0.0
mentor_e5019034,Григорий Никитин,senior,3,DevOps,Cloud Engineer,,,online,online,github actions; kubernetes; jenkins; helm; gcp; bash; aws; docker; terraform; ansible; linux,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,6,0.6392,False,0,False,0.0
mentor_e4df79da,Дмитрий Борисов,lead,4,Backend,Software Engineer,,,online,online,,1,"0.6562,0.0199,0.0162,0.081,0.0647,0.0036,0.0154,0.0786,0.0347,0.0299",0,17,0.9494,True,1,False,0.0
mentor_6b047ab8,Юлия Андреев,middle,2,DevOps,SRE,en,en,hybrid,hybrid|offline|online,gcp; ansible; helm; kubernetes; jenkins,0,"0.0668,0.0051,0.0499,0.0289,0.8041,0.013,0.0115,0.0061,0.0067,0.0077",0,3,0.4553,True,3,False,0.0
mentor_a448cc0e,Григорий Михайлов,lead,4,Frontend,Frontend Developer,ru,ru,offline,offline,angular; vite; css; vue; html; next.js; figma; webpack; graphql; react; typescript; javascript; tailwind,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0,18,0.9671,True,3,False,0.0
mentor_0bb2613c,Валерия Степанов,lead,4,Backend,API Developer,en,en,online,online,kafka; grpc; node.js; redis; rest api; postgresql; sql; python; docker; mongodb; kubernetes; microservices; java; go,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0,14,0.8895,True,8,True,0.06
mentor_2985ffd2,Михаил Николаев,senior,3,Backend,Python Developer,en,en,offline,offline,mongodb; postgresql; docker; sql; grpc; java; node.js,0,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0,5,0.5885,True,3,False,0.0
mentor_dc7eecc8,Светлана Иванов,senior,3,Mobile,React Native Developer,ru,ru,online,online,,1,"0.0682,0.0094,0.0081,0.0146,0.0156,0.0039,0.0394,0.8003,0.0059,0.0347",0,10,0.7876,False,0,False,0.0
mentor_41e6f76a,Екатерина Никитин,middle,2,DevOps,DevOps Engineer,en,en,hybrid,hybrid|offline|online,prometheus; aws; jenkins; grafana; docker; bash; terraform,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,5,0.5885,True,1,False,0.0
mentor_98abac95,Кирилл Фёдоров,middle,2,Frontend,TypeScript Developer,ru,ru,hybrid,hybrid|offline|online,figma; css; next.js; react; graphql; angular; webpack; vite,0,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0,6,0.6392,True,1,False,0.0
mentor_d3042450,Егор Орлов,middle,2,DevOps,CI/CD Engineer,en,en,online,online,aws; terraform; helm; linux; gcp; github actions; azure; kubernetes,0,"0.0539,0.0073,0.0446,0.0262,0.8111,0.012,0.0183,0.0133,0.0043,0.009",0,2,0.3608,False,0,False,0.0
mentor_98a8c00e,Валерия Андреев,senior,3,Frontend,Frontend Developer,ru+en,en|ru,online,online,next.js; vite; typescript; react; html; graphql; tailwind,0,"0.0061,0.0449,0.0074,0.0087,0.0131,0.8929,0.0064,0.0044,0.0072,0.0087",0,12,0.8425,True,5,False,0.0
mentor_6a7cc192,Юлия Кузнецов,senior,3,Product Analytics,Growth Analyst,ru,ru,online,online,a/b testing; mixpanel; sql; power bi; tableau; looker; google analytics; amplitude; statistics; excel,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,12,0.8425,False,0,True,0.14
mentor_b0d3de30,Тимур Иванов,lead,4,Blockchain,Crypto Analyst,ru,ru,hybrid,hybrid|offline|online,defi; smart contracts; web3.js; hardhat; typescript; python; solidity; ethereum; mongodb,0,"0.0177,0.8215,0.0209,0.0167,0.0053,0.0481,0.0184,0.0147,0.0194,0.0172",0,9,0.7563,True,3,False,0.0
mentor_c11b5581,Иван Новиков,senior,3,Blockchain,Smart Contract Developer,,,online,online,nft; hardhat; ethereum; ethers.js; solidity; smart contracts; rust; kubernetes,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,11,0.8162,True,1,False,0.0
mentor_466c2c80,Анна Петров,senior,3,Product Analytics,Web Analyst,ru,ru,,,python; amplitude; a/b testing; excel; sql; looker; statistics; linux,0,"0.0418,0.0249,0.0186,0.0721,0.0046,0.0118,0.0191,0.0035,0.7682,0.0355",0,7,0.683,True,6,False,0.0
mentor_a32d5d0d,Мария Соколов,middle,2,Mobile,Kotlin Developer,ru,ru,,,objective-c; swift; git; react native; rest api; flutter; android studio,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,3,0.4553,True,6,False,0.0
mentor_133034d7,Владимир Лебедев,middle,2,Mobile,Flutter Developer,ru+en,en|ru,online,online,swift; java; rest api; xcode; git; ui/ux; objective-c,0,"0.086,0.0079,0.0067,0.0074,0.0073,0.0057,0.0321,0.8105,0.0081,0.0283",0,3,0.4553,True,3,False,0.0
mentor_f53954ec,Тамара Соловьёв,senior,3,Backend,Backend Developer,ru,ru,hybrid,hybrid|offline|online,rest api; go; java; mongodb; postgresql; sql; docker; python,0,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0,10,0.7876,True,5,False,0.0
mentor_acd66fef,Светлана Никитин,middle,2,Backend,Backend Developer,ru+en,en|ru,offline,offline,sql; docker; microservices; kafka; java,0,"0.6448,0.0211,0.0194,0.0856,0.0567,0.0093,0.0146,0.0758,0.0378,0.0349",0,4,0.5286,True,6,False,0.0
mentor_ad1931f0,Андрей Андреев,lead,4,Frontend,Vue Developer,ru,ru,online,online,tailwind; figma; css; vue; typescript; webpack; next.js; graphql; javascript; angular; html; python,0,"0.007,0.0469,0.0059,0.0079,0.0091,0.8851,0.0088,0.0044,0.0091,0.0157",0,10,0.7876,True,5,False,0.0
mentor_c9265f0b,Полина Лебедев,middle,2,Cybersecurity,Penetration Tester,ru+en,en|ru,offline,offline,penetration testing; linux; owasp; siem; metasploit,0,"0.0171,0.027,0.8134,0.0177,0.0504,0.0078,0.0192,0.0067,0.0241,0.0167",0,3,0.4553,True,5,False,0.0
mentor_81c351d9,Вера Иванов,senior,3,Mobile,Android Developer,ru,ru,hybrid,hybrid|offline|online,firebase; java; git; xcode; swift; objective-c; react native; flutter; rust,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,6,0.6392,True,8,False,0.0
mentor_743f2f83,Артём Попов,senior,3,DevOps,DevOps Engineer,ru,ru,hybrid,hybrid|offline|online,terraform; gcp; azure; bash; github actions; prometheus; helm; docker; google analytics,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,12,0.8425,True,2,False,0.0
mentor_dec6b09c,Валерия Андреев,senior,3,Cybersecurity,Security Engineer,,,,,python; network security; owasp; siem; metasploit; burp suite; nmap; cryptography,0,"0.0189,0.0201,0.8251,0.0179,0.0412,0.0105,0.017,0.0053,0.0267,0.0173",0,7,0.683,True,1,False,0.0
mentor_4b9bead6,Роман Фёдоров,senior,3,Mobile,Android Developer,,,,,react native; ui/ux; java; git; android studio; swift; kotlin,0,"0.074,0.01,0.0049,0.0086,0.005,0.0058,0.0347,0.818,0.0102,0.0288",0,5,0.5885,True,4,False,0.0
mentor_d038a5f6,Владимир Морозов,senior,3,DevOps,Cloud Engineer,ru,ru,online,online,jenkins; prometheus; docker; helm; bash; linux; github actions,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,9,0.7563,False,0,False,0.0
mentor_1c2af84b,Никита Иванов,senior,3,Data Science,Computer Vision Engineer,ru,ru,online,online,sql; pytorch; r; statistics; numpy; pandas; mlflow; scikit-learn; python; airflow,0,"0.0812,0.0129,0.012,0.7078,0.0338,0.0096,0.0223,0.0055,0.0831,0.0316",0,12,0.8425,True,2,False,0.0
mentor_f14a3d5f,Дмитрий Смирнов,lead,4,Cybersecurity,Security Architect,ru,ru,offline,offline,siem; burp suite; network security; metasploit; linux; python; penetration testing; wireshark,0,"0.0145,0.0202,0.8354,0.0142,0.0483,0.007,0.0196,0.0106,0.0172,0.013",0,16,0.9306,True,8,False,0.0
mentor_e7b42494,Полина Зайцев,senior,3,Backend,Systems Architect,ru,ru,online,online,java; python; sql; kafka; postgresql; rest api; kubernetes; objective-c,0,"0.6242,0.0178,0.0146,0.0912,0.061,0.0036,0.0225,0.0912,0.0412,0.0326",0,12,0.8425,True,8,True,0.15
mentor_62a06829,Антон Волков,middle,2,Product Analytics,Retention Analyst,en,en,online,online,excel; looker; google analytics; a/b testing; mixpanel; power bi,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,2,0.3608,True,3,False,0.0
mentor_bfe4b668,Антон Макаров,lead,4,Backend,API Developer,,,offline,offline,kafka; python; grpc; kubernetes; node.js; sql; redis; rest api; go; postgresql; docker; mongodb,0,"0.6304,0.0198,0.0192,0.0887,0.0593,0.008,0.0174,0.0719,0.0431,0.0423",0,20,1.0,True,5,False,0.0
mentor_976ff787,Дмитрий Соловьёв,middle,2,QA,QA Lead,ru,ru,,,postman; sql; python; git; api testing; pytest; appium; lua,0,"0.0365,0.016,0.0163,0.0362,0.006,0.0138,0.0503,0.0255,0.0415,0.7579",0,3,0.4553,True,1,False,0.0
mentor_f0c78b46,Никита Николаев,middle,2,Backend,Python Developer,ru,ru,online,online,python; microservices; java; rest api; kafka; docker; postgresql; go; node.js,0,"0.6323,0.018,0.0178,0.085,0.0689,0.0116,0.0185,0.0788,0.0375,0.0316",0,6,0.6392,True,4,False,0.0
mentor_7ec7f999,Наталья Морозов,senior,3,Frontend,TypeScript Developer,ru,ru,online,online,,1,"0.0086,0.0491,0.0095,0.0101,0.0086,0.8805,0.0127,0.0043,0.0105,0.0061",0,5,0.5885,True,1,True,0.09
mentor_6a188330,Надежда Захаров,senior,3,DevOps,Cloud Engineer,ru,ru,hybrid,hybrid|offline|online,linux; azure; gcp; prometheus; aws; bash; jenkins,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,10,0.7876,True,6,False,0.0
mentor_c662a20b,Татьяна Егоров,senior,3,Product Analytics,Retention Analyst,,,,,,1,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,6,0.6392,True,1,False,0.0
mentor_46db2178,Денис Морозов,senior,3,Blockchain,Blockchain Developer,en,en,,,defi; ethers.js; ethereum; python; solidity; rust; nft; typescript; web3.js,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0,6,0.6392,True,6,False,0.0
mentor_bfc2d361,Владимир Петров,senior,3,DevOps,Platform Engineer,en,en,online,online,azure; github actions; jenkins; docker; gcp; kubernetes; prometheus; linux; grafana; aws; bash,0,"0.0668,0.0059,0.0393,0.0284,0.8191,0.011,0.0068,0.0076,0.0084,0.0067",0,11,0.8162,True,1,False,0.0
mentor_56de7d2a,Мария Фёдоров,senior,3,Frontend,Web Developer,en,en,online,online,next.js; javascript; angular; css; vite; webpack; tailwind,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0,8,0.7217,True,2,False,0.0
mentor_1b77ede2,Валерия Морозов,middle,2,QA,Performance Tester,ru,ru,online,online,cypress; test planning; jira; sql; git,0,"0.0334,0.0193,0.0162,0.0289,0.0024,0.0119,0.0486,0.0353,0.038,0.766",0,5,0.5885,True,4,False,0.0
mentor_1aad22e9,Светлана Михайлов,middle,2,Product Analytics,Growth Analyst,ru,ru,online,online,statistics; google analytics; sql; excel; power bi,0,"0.0349,0.0294,0.0178,0.0705,0.0081,0.0123,0.0212,0.0049,0.763,0.0378",0,3,0.4553,True,6,False,0.0
mentor_386f2833,Григорий Петров,senior,3,DevOps,Cloud Engineer,ru,ru,hybrid,hybrid|offline|online,prometheus; terraform; grafana; jenkins; azure; linux; bash; aws; helm; gcp; docker; github actions,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,6,0.6392,True,2,False,0.0
mentor_895a1818,Денис Павлов,lead,4,Product Analytics,Product Analyst,ru,ru,online,online,amplitude; tableau; statistics; python; excel; google analytics; power bi; mixpanel; looker,0,"0.0438,0.0202,0.0214,0.0716,0.0072,0.0103,0.0242,0.0067,0.7522,0.0425",0,10,0.7876,False,0,True,0.07
mentor_ad54e43c,Светлана Семёнов,senior,3,Blockchain,Web3 Engineer,en,en,online,online,smart contracts; web3.js; python; typescript; rust; ethereum; hardhat; defi; ethers.js; solidity; nft,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,5,0.5885,True,4,True,0.17
mentor_66c01d89,Надежда Новиков,middle,2,Blockchain,Solidity Developer,ru,ru,offline,offline,rust; hardhat; smart contracts; truffle; defi; ethers.js; kubernetes,0,"0.0202,0.8232,0.0212,0.015,0.0032,0.0518,0.0169,0.0072,0.0234,0.018",0,5,0.5885,True,1,False,0.0
mentor_45de422e,Алексей Никитин,senior,3,Backend,Go Developer,ru,ru,hybrid,hybrid|offline|online,grpc; kafka; go; microservices; docker; java; redis; kubernetes; rest api; node.js; mongodb,0,"0.6227,0.023,0.0175,0.0864,0.062,0.0036,0.0215,0.0874,0.0409,0.035",0,7,0.683,True,1,False,0.0
mentor_b50ca85b,Ольга Васильев,senior,3,Product Analytics,Retention Analyst,ru,ru,hybrid,hybrid|offline|online,power bi; amplitude; statistics; looker; excel; sql; a/b testing,0,"0.0357,0.0225,0.0213,0.0654,0.0071,0.0088,0.0237,0.0056,0.7712,0.0388",0,9,0.7563,True,3,True,0.16
mentor_8cd8103a,Владимир Степанов,senior,3,Cybersecurity,Incident Response Analyst,,,hybrid,hybrid|offline|online,,1,"0.0196,0.0247,0.8267,0.0173,0.0407,0.0048,0.0185,0.0073,0.0222,0.0181",0,10,0.7876,True,1,False,0.0
mentor_37f44b0c,Светлана Семёнов,senior,3,DevOps,DevOps Engineer,ru+en,en|ru,online,online,ansible; docker; gcp; jenkins; bash; github actions; helm; grafana,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,6,0.6392,True,6,False,0.0
mentor_056edf35,Арсений Кузнецов,middle,2,Data Science,Computer Vision Engineer,en,en,hybrid,hybrid|offline|online,statistics; mlflow; numpy; pandas; airflow; kafka; sql,0,"0.0812,0.0129,0.012,0.7078,0.0338,0.0096,0.0223,0.0055,0.0831,0.0316",0,3,0.4553,False,0,False,0.0
mentor_4328d3dd,Юлия Кузнецов,middle,2,Mobile,Swift Developer,ru+en,en|ru,offline,offline,rest api; xcode; git; swift; firebase; react native; kotlin; owasp,0,"0.0881,0.0107,0.0106,0.009,0.0074,0.0037,0.0355,0.7934,0.0092,0.0323",0,5,0.5885,True,5,False,0.0
mentor_fce88410,Иван Михайлов,senior,3,Blockchain,Smart Contract Developer,ru+en,en|ru,online,online,nft; python; ethereum; typescript; web3.js; rust; ethers.js; smart contracts; truffle; hardhat; solidity,0,"0.0202,0.8158,0.0206,0.0176,0.0051,0.0538,0.0169,0.0084,0.0222,0.0194",0,10,0.7876,True,8,False,0.0
mentor_31ab8326,Алина Соловьёв,middle,2,DevOps,DevOps Engineer,ru,ru,online,online,prometheus; aws; github actions; azure; linux; kubernetes; jenkins; gcp; ansible,0,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,5,0.5885,True,1,False,0.0
mentor_43f4e8a6,Григорий Волков,senior,3,Product Analytics,Marketing Analyst,ru,ru,online,online,looker; sql; a/b testing; mixpanel; amplitude; statistics; power bi; excel; python; tableau; tailwind,0,"0.0406,0.0214,0.0283,0.07,0.0106,0.0086,0.0288,0.0075,0.7466,0.0375",0,8,0.7217,False,0,False,0.0
mentor_bdf5908f,Екатерина Смирнов,senior,3,Blockchain,Web3 Engineer,ru+en,en|ru,online,online,python; typescript; rust; solidity; hardhat; defi; smart contracts; web3.js; ethereum; ethers.js; penetration testing,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,10,0.7876,True,3,False,0.0
mentor_5c75aaad,Полина Иванов,middle,2,Game Development,Game Designer,ru,ru,hybrid,hybrid|offline|online,c++; python; physics simulation; c#; game design; blender; opengl,0,"0.0217,0.0235,0.016,0.0213,0.0093,0.0082,0.7925,0.0374,0.0241,0.046",0,4,0.5286,True,2,False,0.0
mentor_a1e98067,Сергей Захаров,lead,4,Blockchain,Web3 Engineer,,,offline,offline,nft; ethers.js; python; rust; typescript; solidity; smart contracts; truffle; defi; hardhat; ethereum,0,"0.0168,0.8254,0.0251,0.0187,0.0069,0.0392,0.0199,0.0093,0.0194,0.0193",0,17,0.9494,False,0,True,0.11
mentor_1ef7a592,Вера Иванов,lead,4,DevOps,Kubernetes Engineer,en,en,online,online,github actions; grafana; jenkins; prometheus; docker; kubernetes; bash; linux; next.js,0,"0.0642,0.0039,0.0491,0.033,0.8084,0.011,0.009,0.0091,0.0072,0.0052",0,10,0.7876,False,0,False,0.0
mentor_bd348e8f,Юлия Борисов,lead,4,Data Science,Research Scientist,ru+en,en|ru,,,statistics; tensorflow; docker; pandas; spark; scikit-learn; kafka; pytorch; mlflow; numpy; python,0,"0.0847,0.0166,0.0225,0.7038,0.0269,0.0117,0.0174,0.0093,0.0745,0.0327",0,9,0.7563,False,0,False,0.0
mentor_43f16962,Тимур Павлов,lead,4,Mobile,Kotlin Developer,,,,,kotlin; java; swift; xcode; objective-c; flutter; firebase; ui/ux,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,20,1.0,False,0,False,0.0
mentor_7db3e311,Анна Кузнецов,middle,2,Data Science,Computer Vision Engineer,ru+en,en|ru,online,online,docker; statistics; python; pandas; mlflow; r; tensorflow,0,"0.0812,0.0129,0.012,0.7078,0.0338,0.0096,0.0223,0.0055,0.0831,0.0316",0,4,0.5286,True,2,False,0.0
mentor_1af25b62,Людмила Макаров,middle,2,Game Development,Technical Artist,ru,ru,online,online,c++; physics simulation; opengl; lua; unreal engine; python; game design; ansible,0,"0.0179,0.0218,0.024,0.0174,0.0128,0.0071,0.8023,0.0286,0.0235,0.0445",0,4,0.5286,True,1,False,0.0
mentor_1c501d51,Наталья Лебедев,lead,4,Mobile,Kotlin Developer,ru,ru,hybrid,hybrid|offline|online,android studio; flutter; git; objective-c; firebase; ui/ux; xcode; swift; kotlin; rest api; java; angular,0,"0.0798,0.0095,0.0094,0.008,0.0096,0.0092,0.0325,0.8107,0.0043,0.027",0,9,0.7563,True,6,False,0.0
mentor_71088a92,Анна Макаров,middle,2,QA,Manual Tester,ru,ru,online,online,postman; allure; selenium; sql; pytest; test planning,0,"0.032,0.0183,0.0183,0.0316,0.0084,0.01,0.052,0.0289,0.0394,0.761",0,4,0.5286,True,3,False,0.0
mentor_66c68737,Кирилл Николаев,senior,3,Frontend,Web Developer,ru,ru,online,online,css; next.js; typescript; figma; react; vite; tailwind; flutter,0,"0.0043,0.052,0.0057,0.0051,0.0126,0.8926,0.0064,0.0075,0.0086,0.0052",0,9,0.7563,True,6,False,0.0
mentor_4ccf927c,Мария Соловьёв,senior,3,QA,SDET,ru,ru,online,online,python; test planning; allure; sql; git; jmeter; postman,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0,6,0.6392,True,3,False,0.0
mentor_da743c9a,Григорий Иванов,middle,2,DevOps,Cloud Engineer,ru+en,en|ru,,,gcp; docker; azure; ansible; prometheus,0,"0.0596,0.0067,0.0454,0.0325,0.81,0.0096,0.0105,0.0094,0.0097,0.0066",0,4,0.5286,True,4,False,0.0
mentor_360eeda4,Денис Волков,senior,3,Data Science,MLOps Engineer,,,,,pytorch; pandas; tensorflow; kafka; sql; statistics; docker; scikit-learn; python; mlflow,0,"0.0847,0.0174,0.0134,0.7091,0.0369,0.0078,0.0172,0.008,0.0725,0.0328",0,5,0.5885,True,6,False,0.0
mentor_7046466f,Иван Васильев,senior,3,DevOps,DevOps Engineer,ru+en,en|ru,online,online,,1,"0.0643,0.0037,0.0462,0.0359,0.8063,0.0048,0.011,0.0109,0.0114,0.0054",0,9,0.7563,True,1,False,0.0
mentor_bd8cb83e,Сергей Лебедев,middle,2,QA,SDET,,,,,sql; test planning; pytest; allure; jmeter; postman; cypress; api testing; jira,0,"0.0323,0.0219,0.014,0.0284,0.0047,0.0085,0.0447,0.033,0.0381,0.7745",0,6,0.6392,True,2,False,0.0
mentor_d6e6633f,Ирина Михайлов,senior,3,Backend,Java Developer,ru,ru,online,online,redis; postgresql; java; grpc; go; kubernetes; kafka; docker; node.js; rest api; nft,0,"0.6078,0.0296,0.0168,0.0856,0.0706,0.0073,0.0234,0.0744,0.0485,0.0358",0,12,0.8425,False,0,True,0.15
mentor_62d9d22d,Арсений Кузнецов,middle,2,Frontend,Angular Developer,ru,ru,online,online,html; tailwind; css; figma; next.js; angular; react; vue; javascript,0,"0.004,0.0416,0.0047,0.0075,0.0061,0.9095,0.0055,0.002,0.007,0.0121",0,5,0.5885,False,0,False,0.0
mentor_b50bd201,Максим Смирнов,lead,4,Frontend,React Developer,ru,ru,,,react; tailwind; javascript; webpack; graphql; html; typescript; next.js; css; vite; figma; amplitude,0,"0.0049,0.0486,0.0047,0.0114,0.0081,0.8855,0.0056,0.0111,0.0117,0.0083",0,9,0.7563,True,5,False,0.0
mentor_5d39c876,Мария Степанов,lead,4,Data Science,BI Analyst,ru,ru,online,online,kafka; pandas; numpy; r; python; scikit-learn; statistics; docker; sql; spark,0,"0.095,0.0195,0.0157,0.6874,0.0327,0.0077,0.0146,0.0101,0.0806,0.0366",0,9,0.7563,False,0,False,0.0
mentor_b5337c7a,Никита Семёнов,middle,2,Blockchain,Blockchain Developer,en,en,hybrid,hybrid|offline|online,hardhat; defi; python; typescript; rust; ethereum; smart contracts; solidity; vue,0,"0.0231,0.8127,0.0219,0.0156,0.006,0.0466,0.0239,0.0072,0.0235,0.0194",0,6,0.6392,True,1,False,0.0
